unspsc_code,level,sub_category,description
504063,CLASS,GS_FOOD,Summer squashes and summer pumpkins
504064,CLASS,GS_FOOD,Sweet potatoes
504065,CLASS,GS_FOOD,Tomatoes
504066,CLASS,GS_FOOD,Turnip greens
504067,CLASS,GS_FOOD,Winter squashes and winter pumpkins
504068,CLASS,GS_FOOD,Yams
504070,CLASS,GS_FOOD,Nominant vegetables
504071,CLASS,GS_FOOD,Sugar peas
504072,CLASS,GS_FOOD,Tubers
504215,CLASS,GS_FOOD,Dried artichokes
504216,CLASS,GS_FOOD,Dried asparagus
504217,CLASS,GS_FOOD,Dried avocados
504218,CLASS,GS_FOOD,Dried beans
504219,CLASS,GS_FOOD,Dried beets
504220,CLASS,GS_FOOD,Dried broccoli
504221,CLASS,GS_FOOD,Dried brussel sprouts
504222,CLASS,GS_FOOD,Dried bunching onions
504223,CLASS,GS_FOOD,Dried cabbages
504224,CLASS,GS_FOOD,Dried cardoons
504225,CLASS,GS_FOOD,Dried carrots
504226,CLASS,GS_FOOD,Dried cauliflowers
504227,CLASS,GS_FOOD,Dried celery
504228,CLASS,GS_FOOD,Dried chards
504229,CLASS,GS_FOOD,Dried chicories
504230,CLASS,GS_FOOD,Dried chinese cabbages
504231,CLASS,GS_FOOD,Dried chives
504232,CLASS,GS_FOOD,Dried corn
504233,CLASS,GS_FOOD,Dried cresses
504234,CLASS,GS_FOOD,Dried cucumbers
504235,CLASS,GS_FOOD,Dried eggplants
504236,CLASS,GS_FOOD,Dried endives
504237,CLASS,GS_FOOD,Dried fennels
504238,CLASS,GS_FOOD,Dried garlics
504239,CLASS,GS_FOOD,Dried gourds
504240,CLASS,GS_FOOD,Dried green peas
504241,CLASS,GS_FOOD,Dried herbs
504242,CLASS,GS_FOOD,Dried kale
504243,CLASS,GS_FOOD,Dried kohlrabi
504244,CLASS,GS_FOOD,Dried leeks
504245,CLASS,GS_FOOD,Dried lentils
504246,CLASS,GS_FOOD,Dried lettuces
504247,CLASS,GS_FOOD,Dried malanga
504248,CLASS,GS_FOOD,Dried mushrooms
504249,CLASS,GS_FOOD,Dried mustards
504250,CLASS,GS_FOOD,Dried nightshades
504251,CLASS,GS_FOOD,Dried okras
504252,CLASS,GS_FOOD,Dried onions
504253,CLASS,GS_FOOD,Dried peanuts
504254,CLASS,GS_FOOD,Dried peas
504255,CLASS,GS_FOOD,Dried peppers
504256,CLASS,GS_FOOD,Dried potatoes
504257,CLASS,GS_FOOD,Dried rutabagas
504258,CLASS,GS_FOOD,Dried sea vegetables
504259,CLASS,GS_FOOD,Dried shallots
504260,CLASS,GS_FOOD,Dried sorrels
504261,CLASS,GS_FOOD,Dried spinaches
504262,CLASS,GS_FOOD,Dried summer squashes and summer pumpkins
504263,CLASS,GS_FOOD,Dried sweet potatoes
504264,CLASS,GS_FOOD,Dried tomatoes
504265,CLASS,GS_FOOD,Dried turnip greens
504266,CLASS,GS_FOOD,Dried winter squashes and winter pumpkins
504267,CLASS,GS_FOOD,Dried yams
504268,CLASS,GS_FOOD,Dried nominant vegetables
504269,CLASS,GS_FOOD,Dried sugar peas
504615,CLASS,GS_FOOD,Canned or jarred artichokes
504616,CLASS,GS_FOOD,Canned or jarred asparagus
504617,CLASS,GS_FOOD,Canned or jarred avocados
504618,CLASS,GS_FOOD,Canned or jarred beans
504619,CLASS,GS_FOOD,Canned or jarred beets
504620,CLASS,GS_FOOD,Canned or jarred broccoli
504621,CLASS,GS_FOOD,Canned or jarred brussel sprouts
504622,CLASS,GS_FOOD,Canned or jarred bunching onions
504623,CLASS,GS_FOOD,Canned or jarred cabbages
504624,CLASS,GS_FOOD,Canned or jarred cardoons
504625,CLASS,GS_FOOD,Canned or jarred carrots
504626,CLASS,GS_FOOD,Canned or jarred cauliflowers
504627,CLASS,GS_FOOD,Canned or jarred celery
504628,CLASS,GS_FOOD,Canned or jarred chards
504629,CLASS,GS_FOOD,Canned or jarred chicories
504630,CLASS,GS_FOOD,Canned or jarred chinese cabbages
504631,CLASS,GS_FOOD,Canned or jarred chives
504632,CLASS,GS_FOOD,Canned or jarred corn
504633,CLASS,GS_FOOD,Canned or jarred cresses
504634,CLASS,GS_FOOD,Canned or jarred cucumbers
504635,CLASS,GS_FOOD,Canned or jarred eggplants
504636,CLASS,GS_FOOD,Canned or jarred endives
504637,CLASS,GS_FOOD,Canned or jarred fennels
504638,CLASS,GS_FOOD,Canned or jarred garlics
504639,CLASS,GS_FOOD,Canned or jarred gourds
504640,CLASS,GS_FOOD,Canned or jarred green peas
504641,CLASS,GS_FOOD,Canned or jarred herbs
504642,CLASS,GS_FOOD,Canned or jarred kale
504643,CLASS,GS_FOOD,Canned or jarred kohlrabi
504644,CLASS,GS_FOOD,Canned or jarred leeks
504645,CLASS,GS_FOOD,Canned or jarred lentils
504646,CLASS,GS_FOOD,Canned or jarred lettuces
504647,CLASS,GS_FOOD,Canned or jarred malanga
504648,CLASS,GS_FOOD,Canned or jarred mushrooms
504649,CLASS,GS_FOOD,Canned or jarred mustards
504650,CLASS,GS_FOOD,Canned or jarred nightshades
504651,CLASS,GS_FOOD,Canned or jarred okras
504652,CLASS,GS_FOOD,Canned or jarred onions
504653,CLASS,GS_FOOD,Canned or jarred peanuts
504654,CLASS,GS_FOOD,Canned or jarred peas
504655,CLASS,GS_FOOD,Canned or jarred peppers
504656,CLASS,GS_FOOD,Canned or jarred potatoes
504657,CLASS,GS_FOOD,Canned or jarred rutabagas
504658,CLASS,GS_FOOD,Canned or jarred sea vegetables
504659,CLASS,GS_FOOD,Canned or jarred shallots
504660,CLASS,GS_FOOD,Canned or jarred sorrels
504661,CLASS,GS_FOOD,Canned or jarred spinaches
504662,CLASS,GS_FOOD,Canned or jarred summer squashes and summer pumpkins
504663,CLASS,GS_FOOD,Canned or jarred sweet potatoes
504664,CLASS,GS_FOOD,Canned or jarred tomatoes
504665,CLASS,GS_FOOD,Canned or jarred turnip greens
504666,CLASS,GS_FOOD,Canned or jarred winter squashes and winter pumpkins
504667,CLASS,GS_FOOD,Canned or jarred yams
504668,CLASS,GS_FOOD,Canned or jarred nominant vegetables
504669,CLASS,GS_FOOD,Canned or jarred sugar peas
504670,CLASS,GS_FOOD,Canned or jarred kimchis
504415,CLASS,GS_FOOD,Frozen artichokes
504416,CLASS,GS_FOOD,Frozen asparagus
504417,CLASS,GS_FOOD,Frozen avocados
504418,CLASS,GS_FOOD,Frozen beans
504419,CLASS,GS_FOOD,Frozen beets
504420,CLASS,GS_FOOD,Frozen broccoli
504421,CLASS,GS_FOOD,Frozen brussel sprouts
504422,CLASS,GS_FOOD,Frozen bunching onions
504423,CLASS,GS_FOOD,Frozen cabbages
504424,CLASS,GS_FOOD,Frozen cardoons
504425,CLASS,GS_FOOD,Frozen carrots
504426,CLASS,GS_FOOD,Frozen cauliflowers
504427,CLASS,GS_FOOD,Frozen celery
504428,CLASS,GS_FOOD,Frozen chards
504429,CLASS,GS_FOOD,Frozen chicories
504430,CLASS,GS_FOOD,Frozen chinese cabbages
504431,CLASS,GS_FOOD,Frozen chives
504432,CLASS,GS_FOOD,Frozen corn
504433,CLASS,GS_FOOD,Frozen cresses
504434,CLASS,GS_FOOD,Frozen cucumbers
504435,CLASS,GS_FOOD,Frozen eggplants
504436,CLASS,GS_FOOD,Frozen endives
504437,CLASS,GS_FOOD,Frozen fennels
504438,CLASS,GS_FOOD,Frozen garlics
504439,CLASS,GS_FOOD,Frozen gourds
504440,CLASS,GS_FOOD,Frozen green peas
504441,CLASS,GS_FOOD,Frozen herbs
504442,CLASS,GS_FOOD,Frozen kale
504443,CLASS,GS_FOOD,Frozen kohlrabi
504444,CLASS,GS_FOOD,Frozen leeks
504445,CLASS,GS_FOOD,Frozen lentils
504446,CLASS,GS_FOOD,Frozen lettuces
504447,CLASS,GS_FOOD,Frozen malanga
504448,CLASS,GS_FOOD,Frozen mushrooms
504449,CLASS,GS_FOOD,Frozen mustards
504450,CLASS,GS_FOOD,Frozen nightshades
504451,CLASS,GS_FOOD,Frozen okras
504452,CLASS,GS_FOOD,Frozen onions
504453,CLASS,GS_FOOD,Frozen peanuts
504454,CLASS,GS_FOOD,Frozen peas
504455,CLASS,GS_FOOD,Frozen peppers
504456,CLASS,GS_FOOD,Frozen potatoes
504457,CLASS,GS_FOOD,Frozen rutabagas
504458,CLASS,GS_FOOD,Frozen sea vegetables
504459,CLASS,GS_FOOD,Frozen shallots
504460,CLASS,GS_FOOD,Frozen sorrels
504461,CLASS,GS_FOOD,Frozen spinaches
504462,CLASS,GS_FOOD,Frozen summer squashes and summer pumpkins
504463,CLASS,GS_FOOD,Frozen sweet potatoes
504464,CLASS,GS_FOOD,Frozen tomatoes
504465,CLASS,GS_FOOD,Frozen turnip greens
504466,CLASS,GS_FOOD,Frozen winter squashes and winter pumpkins
504467,CLASS,GS_FOOD,Frozen yams
504468,CLASS,GS_FOOD,Frozen nominant vegetables
504469,CLASS,GS_FOOD,Frozen sugar peas
431916,CLASS,GS_ELECTRONICS,Personal communications device accessories or parts
432021,CLASS,GS_ELECTRONICS,Removable storage media accessories
432022,CLASS,GS_ELECTRONICS,Sub assemblies for electronic devices
301623,CLASS,GS_CONSTRUCTION,Cabinet accessories
301220,CLASS,GS_CONSTRUCTION,Specialized external flooring and paving materials
301816,CLASS,GS_CONSTRUCTION,Non sanitary residential fixtures
301817,CLASS,GS_CONSTRUCTION,Faucets or taps
301818,CLASS,GS_CONSTRUCTION,"Faucet and shower heads, jets and parts and accessories"
42319,CLASS,GS_CONSTRUCTION,Dirt and soil
42685,CLASS,GS_CONSTRUCTION,Stone
43050,CLASS,GS_CONSTRUCTION,Sand
43415,CLASS,GS_CONSTRUCTION,Clays
43780,CLASS,GS_CONSTRUCTION,Decorative rock
42320,CLASS,GS_CONSTRUCTION,Sap
43051,CLASS,GS_CONSTRUCTION,Forestry byproducts
43416,CLASS,GS_CONSTRUCTION,Plant fibers
43781,CLASS,GS_CONSTRUCTION,Perfumery products
42321,CLASS,GS_CONSTRUCTION,Animal hides and skins and animal textile materials
42687,CLASS,GS_CONSTRUCTION,Other animal products
502033,CLASS,GS_FOOD,Fast moving consumer goods
502115,CLASS,GS_FOOD,Tobacco and substitutes
502116,CLASS,GS_FOOD,Tobacco product accessories and supplies
43023,CLASS,GS_FOOD,Grass and forage seeds and seedlings
44119,CLASS,GS_FOOD,Tree and shrub seeds and cuttings
44484,CLASS,GS_FOOD,Residues other than animal feed
44849,CLASS,GS_FOOD,Fibrous crop seeds and seedlings
432116,CLASS,GS_ELECTRONICS,Computer accessories
432119,CLASS,GS_ELECTRONICS,Computer displays
432121,CLASS,GS_ELECTRONICS,Computer printers
314119,CLASS,GS_PACKAGING,Molded seals
241415,CLASS,GS_PACKAGING,Securing and protecting supplies
241416,CLASS,GS_PACKAGING,Cushioning supplies
241417,CLASS,GS_PACKAGING,Packaging tubes and cores and labels and accessories
241215,CLASS,GS_PACKAGING,Packaging boxes and bags and pouches
241218,CLASS,GS_PACKAGING,Packaging cans
241220,CLASS,GS_PACKAGING,Bottles or vials
141215,CLASS,GS_PACKAGING,Paperboard and packaging papers
131015,CLASS,GS_PACKAGING,Natural rubber
131016,CLASS,GS_PACKAGING,Processed and synthetic rubber
131017,CLASS,GS_PACKAGING,Elastomers
131019,CLASS,GS_PACKAGING,Thermoset plastics
131020,CLASS,GS_PACKAGING,Thermoplastic plastics
131110,CLASS,GS_PACKAGING,Resins
131111,CLASS,GS_PACKAGING,Rosins
131112,CLASS,GS_PACKAGING,Plastic films
131113,CLASS,GS_PACKAGING,Foams
241115,CLASS,GS_PACKAGING,Bags
241118,CLASS,GS_PACKAGING,Tanks and cylinders and their accessories
241120,CLASS,GS_PACKAGING,Bins and baskets
241121,CLASS,GS_PACKAGING,Casks and barrels and drums
241122,CLASS,GS_PACKAGING,Cans and pails
241124,CLASS,GS_PACKAGING,Storage chests and cabinets and trunks
241125,CLASS,GS_PACKAGING,Corrugated and other supplies for distribution
241126,CLASS,GS_PACKAGING,Liquid containers
241127,CLASS,GS_PACKAGING,Pallets
241128,CLASS,GS_PACKAGING,Freight containers
241129,CLASS,GS_PACKAGING,Crates
241130,CLASS,GS_PACKAGING,Slip sheets
241131,CLASS,GS_PACKAGING,Boxes
