description,unspsc_code
Used in maintenance: Canned or jarred cresses,504633
Needed for project: Removable storage media accessories,432021
Retail stock: Frozen gooseberries,503432
Restock: Raw milk products,502032
Needed for project: Frozen rutabagas,504457
Warehouse input: Canned or jarred oranges,503650
Restock: Tobacco product accessories and supplies,502116
Restock: Frozen chives,504431
Used in construction: Faucets or taps,301817
Needed for project: Canned or jarred chives,504631
Ordered Fresh berry juice or concentrate,502025
Procurement request for Kiwi fruit purees,503843
Needed for project: Dried pomegranates,503259
Restock: Other animal products,042687
Received delivery of Dried nominant fruits,503270
Restock: Brussel sprouts,504021
Restock: Eggs and egg substitutes,501316
Retail stock: Frozen carrots,504425
Invoice includes: Bearberries,503019
Retail stock: Dried wine grapes,503236
Needed for project: Other animal products,042687
Received delivery of Lettuces,504046
Procurement request for Kiwi fruit,503039
Received delivery of Dried guavas,503237
Invoice includes: Dried blackberries,503220
Needed for project: Sapotes,503065
Received delivery of Fast moving consumer goods,502033
Restock: Siding and exterior wall materials,301518
Received delivery of Mulberry purees,503852
Warehouse input: Guavas,503037
Needed for project: Tobacco and substitutes,502115
Procurement request for Rhubarb,503063
Needed for project: Media storage devices,432018
Restock: Canned or jarred bananas,503617
Warehouse input: Pomelos,503060
Warehouse input: Partition walls,301624
Restock: Canned or jarred herbs,504641
Restock: Frozen chicories,504429
Warehouse input: Artichokes,504015
Warehouse input: Canned or jarred pomelos,503660
Retail stock: Frozen limes,503442
Warehouse input: Dried cardoons,504224
Ordered Eggplants,504035
Ordered Flower seeds and bulbs and seedlings and cuttings,043753
Procurement request for Dried eggplants,504235
Ordered Bilberries,503021
Warehouse input: Frozen onions,504452
Received delivery of Table grapes,503034
Invoice includes: Sauces and spreads and condiments,501718
Warehouse input: Frozen plucots,503457
Used in construction: Brass ingots strips billets and coil,302617
Warehouse input: Personal communication devices,431915
Ordered Cranberries,503027
Used in maintenance: Loquat purees,503847
Needed for project: Frozen peanuts,504453
Received delivery of Pomegranates,503059
Received delivery of Turnip greens,504066
Used in maintenance: Dried chokeberries,503271
Invoice includes: Frozen huckleberries,503438
Used in construction: Cauliflowers,504026
Received delivery of Dried leeks,504244
Used in maintenance: Endives,504036
Procurement request for Frozen malanga,504447
Ordered Insulation sealing layers,301417
Restock: Frozen kale,504442
Used in maintenance: Canned or jarred plucots,503657
Used in construction: Frozen rose hips,503464
Used in maintenance: Plums,503058
Used in maintenance: Frozen plucots,503457
Invoice includes: Frozen avocados,504417
Retail stock: Frozen garlics,504438
Warehouse input: Precious metals,043414
Restock: Tobacco product accessories and supplies,502116
Retail stock: Dried papayas,503251
Retail stock: Dried kiwi fruit,503239
Retail stock: Cheese,501318
Used in construction: Dried nightshades,504250
Restock: Cauliflowers,504026
Retail stock: Avocados,504017
Needed for project: Gourds,504039
Needed for project: Canned or jarred plums,503658
Procurement request for Frozen raisin grapes,503435
Retail stock: Rivets,311622
Invoice includes: Frozen bayberries or myrtle,503448
Used in maintenance: Celery,504027
Procurement request for Edible animal oils and fats,501516
Received delivery of Chassis components,432016
Used in maintenance: Fresh pome fruit juice or concentrate,502026
Invoice includes: Beams,301017
Restock: Animal hides and skins and animal textile materials,042321
Procurement request for Computer displays,432119
Ordered Frozen bilberries,503421
Received delivery of Canned or jarred herbs,504641
Used in construction: Engineered wood products,044147
Warehouse input: Dried eggplants,504235
Used in construction: Rain gutters and accessories,301517
Invoice includes: Blueberry purees,503826
Restock: Canned or jarred malanga,504647
Retail stock: Dried shallots,504259
Warehouse input: Frozen raisin grapes,503435
Retail stock: Dried strawberries,503267
Invoice includes: Bags,241115
Restock: Titanium bars and sheets,302620
Used in maintenance: Aggregates,301118
Needed for project: Frozen fennels,504437
Used in maintenance: Jams and jellies and nut and sweet spreads and fruit conserves,501924
Used in maintenance: Loquats,503043
Received delivery of Canned or jarred chicories,504629
Used in maintenance: Frozen nectarines,503449
Ordered Canned or jarred chokeberries,503671
Procurement request for Bearberries,503019
Used in construction: Molded seals,314119
Needed for project: Dried quinces,503261
Used in maintenance: Thermal insulation,301415
Invoice includes: Canned or jarred sorrels,504660
Invoice includes: Fig purees,503835
Warehouse input: Precious metals,043414
Retail stock: Fennels,504037
Ordered Dried bunching onions,504222
Ordered Audio and visual equipment,521615
Received delivery of Dried cranberries,503227
Used in maintenance: Dried apricots,503216
Warehouse input: Celery,504027
Used in maintenance: Computers,432115
Received delivery of Canned or jarred beets,504619
Needed for project: Saskatoon berries,503066
Ordered Sap,042320
Procurement request for Blueberry purees,503826
Used in construction: Frozen bananas,503417
Restock: Cherimoyas purees,503828
Received delivery of Bananas,503017
Retail stock: Computer displays,432119
Used in construction: Farm raised shellfish,501225
Retail stock: Canned or jarred spinaches,504661
Ordered Dried table grapes,503234
Used in construction: Confectionary products,501618
Ordered Fish,501215
Warehouse input: Dried cresses,504233
Needed for project: Fermented soybean products,501720
Invoice includes: Canned or jarred raisin grapes,503635
Retail stock: Apples,503015
Needed for project: Carbon steel ingots strips billets and coil,302644
Received delivery of Corn,504032
Procurement request for Peaches,503053
Used in construction: Ores,042684
Needed for project: Plums,503058
Used in maintenance: Farm raised fish,501221
Needed for project: Plucot purees,503862
Received delivery of Frozen rose hips,503464
Warehouse input: Fresh citrus juice or concentrate,502024
Warehouse input: Dried malanga,504247
Procurement request for Beans,504018
Restock: Specialized external flooring and paving materials,301220
Procurement request for Boxes,241131
Used in construction: Lettuces,504046
Retail stock: Computer displays,432119
Retail stock: Canned or jarred chinese cabbages,504630
Needed for project: Dried peanuts,504253
Retail stock: Surface,301521
Restock: Canned or jarred pears,503654
Invoice includes: Chicories,504029
Warehouse input: Tree and shrub seeds and cuttings,044119
Needed for project: Cabinetry,301618
Used in construction: Papayas,503051
Needed for project: Honeycomb core,301035
Ordered Specialty insulation,301416
Ordered Other animal products,042687
Ordered Oranges,503050
Restock: Frozen limes,503442
Retail stock: Canned or jarred rhubarb,503663
Used in maintenance: Canned or jarred dragonfruit,503630
Needed for project: Pallets,241127
Used in maintenance: Frozen bayberries or myrtle,503448
Restock: Canned or jarred plums,503658
Warehouse input: Cherry purees,503829
Needed for project: Fresh vegetable juice or concentrate,502031
Restock: Dried rose hips,503264
Retail stock: Canned or jarred apricots,503616
Warehouse input: Lettuces,504046
Retail stock: Frozen peas,504454
Restock: Frozen tamarillo,503469
Used in construction: Frozen celery,504427
Warehouse input: Sap,042320
Received delivery of Processed and synthetic rubber,131016
Warehouse input: Profiles,301023
Retail stock: Peas,504054
Needed for project: Cherimoyas,503024
Needed for project: Blackberry purees,503824
Needed for project: Canned or jarred herbs,504641
Used in maintenance: Residues other than animal feed,044484
Warehouse input: Bunching onions,504022
Received delivery of Frozen cardoons,504424
Used in maintenance: Canned or jarred dragonfruit,503630
Ordered Citron purees,503830
Retail stock: Decorative rock,043780
Retail stock: Dried wine grapes,503236
Procurement request for Apricot purees,503820
Used in construction: Dried currants,503228
Warehouse input: Frozen artichokes,504415
Received delivery of Aluminum sheets,302650
Ordered Mustards,504049
Warehouse input: Canned or jarred bilberries,503621
Used in maintenance: Papayas,503051
Received delivery of Dried asparagus,504216
Warehouse input: Frozen yams,504467
Warehouse input: Wild caught shellfish,501224
Invoice includes: Dried onions,504252
Ordered Frozen chicories,504429
Warehouse input: Titanium bars and sheets,302620
Used in maintenance: Canned or jarred kimchis,504670
Restock: Alcoholic beverages,502022
Needed for project: Dried apricots,503216
Warehouse input: Dried loquats,503243
Used in construction: Dried breadfruit,503223
Restock: Orange purees,503855
Invoice includes: Bituminous derivatives,301215
Ordered Chokeberry purees,503876
Warehouse input: Barberries,503018
Procurement request for Edible animal oils and fats,501516
Invoice includes: Thermoplastic plastics,131020
Ordered Plant fibers,043416
Used in maintenance: Bread and biscuits and cookies,501819
Retail stock: Dried artichokes,504215
Used in construction: Vinegars and cooking wines,501717
Restock: Dried asparagus,504216
Used in construction: Farm raised fish,501221
Invoice includes: Canned or jarred bananas,503617
Used in construction: Media storage devices,432018
Needed for project: Frozen nominant vegetables,504468
Warehouse input: Canned or jarred tamarillo,503669
Used in maintenance: Dried gourds,504239
Ordered Frozen green peas,504440
Restock: Specialty insulation,301416
Needed for project: Frozen winter squashes and winter pumpkins,504466
Invoice includes: Canned or jarred rutabagas,504657
Needed for project: Computer displays,432119
Retail stock: Peach purees,503858
Used in maintenance: Wild caught fish,501220
Needed for project: Specialty insulation,301416
Used in construction: Pallets,241127
Retail stock: Sorrels,504061
Restock: Forestry byproducts,043051
Used in maintenance: Sand,043050
Needed for project: Chives,504031
Retail stock: Sand,043050
Needed for project: Removable storage media,432020
Retail stock: Processed and synthetic rubber,131016
Received delivery of Insulation sealing layers,301417
Warehouse input: Partition walls,301624
Used in maintenance: Bolts,311616
Invoice includes: Plum purees,503863
Invoice includes: Cereal seeds,042658
Received delivery of Frozen bunching onions,504422
Needed for project: Rutabagas,504058
Received delivery of Frozen beans,504418
Invoice includes: Herbs and spices and extracts,501715
Received delivery of Dried onions,504252
Received delivery of Beans,504018
Invoice includes: Frozen carrots,504425
Used in maintenance: Frozen winter squashes and winter pumpkins,504466
Retail stock: Canned or jarred fennels,504637
Used in maintenance: Frozen green peas,504440
Retail stock: Mandarin oranges or tangerine purees,503848
Needed for project: Personal communications device accessories or parts,431916
Received delivery of Prepared salads,501932
Received delivery of Dried currants,503228
Procurement request for Frozen table grapes,503434
Warehouse input: Rosins,131111
Needed for project: Shellfish,501216
Used in construction: Processed and synthetic rubber,131016
Used in construction: Rain gutters and accessories,301517
Retail stock: Snack foods,501921
Restock: Pulses,502210
Received delivery of Prepared salads,501932
Ordered Infant foods and beverages,501930
Received delivery of Intermediate processed and refined ore products,043779
Procurement request for Canned or jarred peppers,504655
Retail stock: Brussel sprouts,504021
Used in maintenance: Dried summer squashes and summer pumpkins,504262
Received delivery of Legume seeds and seedlings,045214
Used in maintenance: Infant foods and beverages,501930
Invoice includes: Frozen bearberries,503419
Invoice includes: Rosins,131111
Needed for project: Canned or jarred garlics,504638
Received delivery of Iron sheets,302654
Needed for project: Frozen kohlrabi,504443
Received delivery of Frozen nominant fruits,503470
Restock: Surface,301521
Procurement request for Dates,503029
Warehouse input: Sugar apple purees,503873
Warehouse input: Dried plucots,503257
Invoice includes: Dried okras,504251
Invoice includes: Securing and protecting supplies,241415
Ordered Cabinet accessories,301623
Needed for project: Animal hides and skins and animal textile materials,042321
Invoice includes: Okras,504052
Invoice includes: Dried currants,503228
Ordered Sand,043050
Procurement request for Dried mulberries,503247
Used in construction: Dried spinaches,504261
Retail stock: Doors,301715
Used in maintenance: Canned or jarred plucots,503657
Procurement request for Canned or jarred yams,504667
Restock: Nuts,311617
Ordered Milk and butter products,501317
Needed for project: Mangoes,503045
Restock: Lead bars,302633
Used in construction: Onions,504053
Used in maintenance: Sand,043050
Used in maintenance: Fresh citrus juice or concentrate,502024
Invoice includes: Computer printers,432121
Received delivery of Canned or jarred leeks,504644
Retail stock: Wine grapes,503036
Received delivery of Canned or jarred sapotes,503665
Ordered Shellfish,501216
Procurement request for Dates,503029
Warehouse input: Cauliflowers,504026
Invoice includes: Canned or jarred kiwi fruit,503639
Needed for project: Lime purees,503846
Ordered Processed meat and poultry products,501120
Restock: Frozen malanga,504447
Used in construction: Dried olives,503272
Restock: Fresh melon juice or concentrates,502030
Ordered Hollow structural sections HSS,301040
Used in construction: Processed and synthetic rubber,131016
Used in maintenance: Dried peas,504254
Restock: Frozen strawberries,503467
Received delivery of Dried artichokes,504215
Ordered Frozen tomatoes,504464
Ordered Canned or jarred mangoes,503645
Received delivery of Aluminum bars,302649
Warehouse input: Washers,311618
Warehouse input: Infant foods and beverages,501930
Procurement request for Specialty material bars and sheets,302664
Retail stock: Securing and protecting supplies,241415
Received delivery of Canned or jarred saskatoon berries,503666
Used in maintenance: Frozen plucots,503457
Needed for project: Loquat purees,503847
Needed for project: Dried dates,503229
Used in maintenance: Thermal insulation,301415
Restock: Flour and milled products,502213
Needed for project: Frozen lemons,503441
Used in maintenance: Persimmon purees,503860
Received delivery of Raisin grapes,503035
Invoice includes: Wood,042686
Procurement request for Frozen garlics,504438
Retail stock: Garage doors and operators,301721
Restock: Dried peaches,503253
Used in maintenance: Frozen strawberries,503467
Received delivery of Orange purees,503855
Restock: Frozen okras,504451
Ordered Nuts excluding wild edible nuts and groundnuts,501025
Retail stock: Cabinetry,301618
Received delivery of Chives,504031
Warehouse input: Lead bars,302633
Invoice includes: Dried cardoons,504224
Restock: Dried cranberries,503227
Warehouse input: Frozen rutabagas,504457
Used in construction: Sandwiches and filled rolls,501925
Used in construction: Endives,504036
Needed for project: Frozen eggplants,504435
Retail stock: Carbon steel sheets,302640
Procurement request for Frozen potatoes,504456
Used in construction: Nominant fruits,503070
Procurement request for Sugar peas,504071
Restock: Canned or jarred beans,504618
Restock: Nominant vegetables,504070
Used in maintenance: Dried sugar peas,504269
Retail stock: Apple purees,503819
Invoice includes: Packaged combination meals,501927
Ordered Decorative rock,043780
Received delivery of Asphalts,301216
Used in construction: Dirt and soil,042319
Invoice includes: Canned or jarred carrots,504625
Used in maintenance: Dried cresses,504233
Received delivery of Dried huckleberries,503238
Retail stock: Gates,301720
Received delivery of Nuts and seeds,501017
Warehouse input: Canned or jarred kumquats,503640
Warehouse input: Cabbages,504023
Ordered Garlics,504038
Received delivery of Removable storage media,432020
Retail stock: Fish,501215
Invoice includes: Dried apricots,503216
Ordered Turnip greens,504066
Procurement request for Food baskets,501934
Used in maintenance: Frozen beets,504419
Received delivery of Mulberries,503047
Restock: Frozen pears,503454
Used in construction: Frozen chards,504428
Needed for project: Frozen cresses,504433
Received delivery of Dried sapotes,503265
Procurement request for Bricks,301316
Received delivery of Frozen peanuts,504453
Retail stock: Dried sea vegetables,504258
Warehouse input: Precious metal and specialty metal coil strips billets and ingots,302662
Invoice includes: Canned or jarred huckleberries,503638
Invoice includes: Chokeberries,503071
Restock: Dried broccoli,504220
Used in maintenance: Packaged combination meals,501927
Restock: System Cards,432014
Used in maintenance: Stairs and stairways,301621
Warehouse input: Tuber seeds and seedlings,045580
Retail stock: Frozen artichokes,504415
Used in construction: Chassis components,432016
Needed for project: Sorrels,504061
Used in maintenance: Canned or jarred gourds,504639
Needed for project: Concrete and mortars,301115
Invoice includes: Dried kiwi fruit,503239
Invoice includes: Canned or jarred blackberries,503620
Warehouse input: Dried turnip greens,504265
Procurement request for Frozen lemons,503441
Needed for project: Canned or jarred green peas,504640
Used in maintenance: Gates,301720
Needed for project: Dried dragonfruit,503230
Retail stock: Frozen sweet potatoes,504463
Procurement request for Dried brussel sprouts,504221
Warehouse input: Fish,501215
"Procurement request for Faucet and shower heads, jets and parts and accessories",301818
"Ordered Faucet and shower heads, jets and parts and accessories",301818
Needed for project: Window frames,301719
Needed for project: Frozen herbs,504441
Invoice includes: Confectionary products,501618
Warehouse input: Precious metal and specialty metal bars,302660
Needed for project: Canned or jarred oranges,503650
Restock: Flower seeds and bulbs and seedlings and cuttings,043753
Restock: Grapefruit purees,503837
Retail stock: Figs,503031
Needed for project: Specialty steel sheets,302642
Used in maintenance: Removable storage media,432020
Procurement request for Non alcoholic beverages,502023
Invoice includes: Rose hips,503064
Warehouse input: Strawberries,503067
Used in maintenance: Plant fibers,043416
Procurement request for Dried mushrooms,504248
Needed for project: Frozen persimmons,503455
Used in maintenance: Figs,503031
Ordered Canned or jarred kimchis,504670
Used in maintenance: Skylights,301718
Restock: Apricots,503016
Needed for project: Frozen raspberries,503462
Used in construction: Avocados,504017
Used in maintenance: Chassis components,432016
Warehouse input: Dried chokeberries,503271
Ordered Rhubarb purees,503868
Needed for project: Frozen lemons,503441
Used in maintenance: Plucot purees,503862
Received delivery of Canned or jarred chicories,504629
Ordered Bins and baskets,241120
Used in construction: Gourds,504039
Received delivery of Window frames,301719
Ordered Canned or jarred green peas,504640
Invoice includes: Canned or jarred artichokes,504615
Warehouse input: Dried sugar apple,503268
Procurement request for Artichokes,504015
Ordered Passion fruit purees,503857
Used in construction: Packaged combination meals,501927
Retail stock: Canned or jarred mustards,504649
Procurement request for Frozen asparagus,504416
Needed for project: Cabinet accessories,301623
Ordered Nectarine purees,503854
Procurement request for Anchors,311621
Used in maintenance: Garage doors and operators,301721
Ordered Cauliflowers,504026
Received delivery of Plasters,301117
Used in construction: Brussel sprouts,504021
Restock: Zinc ingots strips billets and coil,302629
Restock: Kumquats,503040
Used in construction: Dried table grapes,503234
Retail stock: Canned or jarred saskatoon berries,503666
Used in construction: Frozen pears,503454
Used in maintenance: Frozen lettuces,504446
Used in construction: Frozen grapefruit,503433
Used in construction: Fresh drupe or stone fruit juice or concentrate,502027
Procurement request for Aluminum coil,302651
Needed for project: Skylights,301718
Restock: Fencing,301520
Retail stock: Faucets or taps,301817
Procurement request for Rhubarb purees,503868
Restock: Canned or jarred tomatoes,504664
Needed for project: Frozen kumquats,503440
Used in construction: Malanga,504047
Needed for project: Foams,131113
Restock: Bronze sheets,302626
Invoice includes: Packaging boxes and bags and pouches,241215
Ordered Natural rubber,131015
Ordered Steel alloy sheets,302641
Received delivery of Breadfruit purees,503827
Used in maintenance: Strawberry purees,503872
Needed for project: Dried kiwi fruit,503239
Used in construction: Citrons,503026
Needed for project: Huckleberries,503038
Used in construction: Roofing materials,301515
Invoice includes: Frozen celery,504427
Invoice includes: Frozen peppers,504455
Used in maintenance: Broccoli,504020
Retail stock: Iron bars,302653
Restock: Iron bars,302653
Received delivery of Frozen chicories,504429
Invoice includes: Canned or jarred sapotes,503665
Procurement request for Windows,301716
Ordered Elastomers,131017
Used in construction: Surface,301521
Warehouse input: Canned or jarred nominant fruits,503670
Ordered Frozen citrons,503426
Invoice includes: Frozen avocados,504417
Invoice includes: Chassis components,432016
Procurement request for Bayberries or myrtles,503048
Procurement request for Fish,501215
Warehouse input: Frozen breadfruit,503423
Ordered Tin sheet,302631
Used in maintenance: Frozen rhubarb,503463
Warehouse input: Canned or jarred passion fruit,503652
Ordered Ferrous alloy bars and sheets,302656
Invoice includes: Iron sheets,302654
Ordered Frozen bayberries or myrtle,503448
Used in construction: Bottles or vials,241220
Used in maintenance: Passion fruit purees,503857
Invoice includes: Endives,504036
Needed for project: Fresh berry juice or concentrate,502025
Invoice includes: Roofing materials,301515
Ordered Frozen tomatoes,504464
Restock: Saskatoon berry purees,503871
Needed for project: Fresh melon juice or concentrates,502030
Received delivery of Frozen bilberries,503421
Invoice includes: Shellfish,501216
Warehouse input: Stairs and stairways,301621
Retail stock: Frozen barberries,503418
Warehouse input: Gourds,504039
"Warehouse input: Faucet and shower heads, jets and parts and accessories",301818
Retail stock: Chinese cabbages,504030
Invoice includes: System boards processors interfaces or modules,432015
Received delivery of Kiwi fruit purees,503843
Restock: Fibrous crop seeds and seedlings,044849
Needed for project: Minerals,042318
Invoice includes: Dried cranberries,503227
Used in construction: Canned or jarred cherimoyas,503624
Received delivery of Fresh berry juice or concentrate,502025
Received delivery of Fresh vegetable juice or concentrate,502031
Ordered Prepared side dishes,501926
Needed for project: Dried papayas,503251
Warehouse input: Kiwi fruit,503039
Restock: Dried currants,503228
Used in construction: Raisin grape purees,503840
Needed for project: Canned or jarred nightshades,504650
Used in maintenance: Frozen cucumbers,504434
Ordered Canned or jarred pomelos,503660
Retail stock: Specialty insulation,301416
Used in construction: Canned or jarred nightshades,504650
Needed for project: Gooseberry purees,503836
Retail stock: Canned or jarred passion fruit,503652
Used in construction: Bunching onions,504022
Used in construction: Frozen chicories,504429
Restock: Canned or jarred malanga,504647
Received delivery of Spice crop seeds and seedlings,043388
Used in construction: Processed and synthetic rubber,131016
Restock: Processed meat and poultry products,501120
Needed for project: Dried garlics,504238
Used in maintenance: Specialty material bars and sheets,302664
Invoice includes: Finishing materials and products,301519
Invoice includes: Frozen cherries,503425
Received delivery of Canned or jarred cherimoyas,503624
Restock: Frozen bayberries or myrtle,503448
Used in maintenance: Sea vegetables,504059
Ordered Raisin grapes,503035
Needed for project: Dried leeks,504244
Used in construction: Dried malanga,504247
Used in construction: Dried mandarin oranges or tangerines,503244
Needed for project: Frozen rose hips,503464
Needed for project: Frozen spinaches,504461
Restock: Liquid containers,241126
Used in construction: Roofing accessories,301516
Invoice includes: Pineapple purees,503861
Received delivery of Pomegranates,503059
Invoice includes: Lentils,504045
Retail stock: Canned or jarred herbs,504641
Procurement request for Plant fibers,043416
Used in maintenance: Frozen plucots,503457
Retail stock: Fig purees,503835
Procurement request for Frozen sugar apple,503468
Needed for project: Frozen asparagus,504416
Invoice includes: Dried raspberries,503262
Ordered Dried kohlrabi,504243
Received delivery of Savory pies and quiches and pasties,501928
Used in construction: Dried onions,504252
Warehouse input: Magnesium ingots strips billets and coil,302619
Warehouse input: Casks and barrels and drums,241121
Ordered Leeks,504044
Procurement request for Canned or jarred breadfruit,503623
Invoice includes: Specialty insulation,301416
Warehouse input: Wild caught fish,501220
Needed for project: Canned or jarred plucots,503657
Invoice includes: Canned or jarred melons,503646
Used in maintenance: Winter squashes and winter pumpkins,504067
Invoice includes: Cakes and pies and pastries,501820
Retail stock: Pineapples,503056
Received delivery of Frozen pomegranates,503459
Ordered Dried cherries,503225
Invoice includes: Bearberries,503019
Invoice includes: Dried persimmons,503255
Procurement request for Dried mandarin oranges or tangerines,503244
Used in maintenance: Minerals,042318
Invoice includes: Frozen citrons,503426
Warehouse input: Passion fruit,503052
Invoice includes: Canned or jarred mulberries,503647
Used in construction: Frozen carrots,504425
Invoice includes: Canned or jarred sea vegetables,504658
Needed for project: Dried winter squashes and winter pumpkins,504266
Retail stock: Saskatoon berry purees,503871
Received delivery of Bronze bars,302625
Used in construction: Dried plums,503258
Used in maintenance: Okras,504052
Needed for project: Cranberries,503027
Retail stock: Dried tamarillo,503269
Received delivery of Dried dates,503229
Received delivery of Frozen persimmons,503455
Retail stock: Dried okras,504251
Needed for project: Minerals,042318
Used in maintenance: Frozen corn,504432
Used in maintenance: Dried cucumbers,504234
Procurement request for Precious metal and specialty metal bars,302660
Used in maintenance: Dried chicories,504229
Retail stock: Dried melons,503246
Invoice includes: Rain gutters and accessories,301517
Retail stock: Frozen summer squashes and summer pumpkins,504462
Retail stock: Raspberry purees,503867
Used in construction: Braid,301037
Ordered Computer accessories,432116
Warehouse input: Asparagus,504016
Invoice includes: Dried passion fruit,503252
Restock: Frozen bearberries,503419
Ordered Other animal products,042687
Received delivery of Dried herbs,504241
Needed for project: Dried nightshades,504250
Warehouse input: Natural rubber,131015
Warehouse input: Frozen sorrels,504460
Used in construction: Cranberry purees,503831
Received delivery of Bronze sheets,302626
Restock: Dried persimmons,503255
Invoice includes: Tobacco and substitutes,502115
Retail stock: Eggs and egg substitutes,501316
Invoice includes: Resins,131110
Used in construction: Frozen okras,504451
Warehouse input: Frozen asparagus,504416
Invoice includes: Intermediate processed and refined ore products,043779
Used in maintenance: Processed and synthetic rubber,131016
Needed for project: Dried rutabagas,504257
Retail stock: Cherimoyas,503024
Received delivery of Tool steel bars,302638
Used in maintenance: Dried plums,503258
Used in maintenance: Blueberry purees,503826
Used in maintenance: Canned or jarred barberries,503618
Restock: Concrete reinforcement hardware,301119
Retail stock: Cushioning supplies,241416
Restock: Foams,131113
Restock: Jams and jellies and nut and sweet spreads and fruit conserves,501924
Needed for project: Dates,503029
Used in maintenance: Leeks,504044
Restock: Nectarine purees,503854
Needed for project: Frozen passion fruit,503452
Ordered Canned or jarred onions,504652
Needed for project: Ceiling materials,301616
Ordered Wild caught shellfish,501224
Procurement request for Frozen raisin grapes,503435
Ordered Grass and forage seeds and seedlings,043023
Ordered Canned or jarred garlics,504638
Used in construction: Dried nominant vegetables,504268
Restock: Siding and exterior wall materials,301518
Invoice includes: Food baskets,501934
Procurement request for Dried apricots,503216
Restock: Dragonfruit,503030
Ordered Dried chokeberries,503271
Invoice includes: Canned or jarred wine grapes,503636
Needed for project: Canned or jarred corn,504632
Used in maintenance: Canned or jarred papayas,503651
Retail stock: Gooseberry purees,503836
Ordered Canned or jarred turnip greens,504665
Warehouse input: Ceiling materials,301616
Warehouse input: Computer printers,432121
Used in maintenance: Sugar products,501619
Used in maintenance: Cardoons,504024
Ordered Canned or jarred corn,504632
Ordered Canned or jarred kale,504642
Needed for project: Frozen turnip greens,504465
Needed for project: Canned or jarred apricots,503616
Used in construction: Decorative rock,043780
Ordered Plasters,301117
Ordered Dried green peas,504240
Needed for project: Raisin grape purees,503840
Received delivery of Lemons,503041
Needed for project: Frozen endives,504436
Received delivery of Chokeberry purees,503876
Ordered Corrugated and other supplies for distribution,241125
Needed for project: Frozen eggplants,504435
Used in construction: Frozen pomelos,503460
Restock: Stainless steel bars,302645
Procurement request for Tin ingots strip and coil,302632
Procurement request for Banana purees,503821
Needed for project: Landscape architecture materials,301218
Restock: Packaging tubes and cores and labels and accessories,241417
Invoice includes: Okras,504052
Invoice includes: Tree and shrub seeds and cuttings,044119
Warehouse input: Frozen dates,503429
Needed for project: Gourds,504039
Received delivery of Frozen pears,503454
Retail stock: Dried cresses,504233
Received delivery of Thermal insulation,301415
Used in construction: Frozen green peas,504440
Procurement request for Frozen chives,504431
Retail stock: Dried mandarin oranges or tangerines,503244
Used in construction: Hollow structural sections HSS,301040
Used in maintenance: Canned or jarred beans,504618
Warehouse input: Dried dates,503229
Invoice includes: Raisin grapes,503035
Invoice includes: Nominant fruit purees,503875
Received delivery of Garlics,504038
Procurement request for Bayberries or myrtles,503048
Ordered Peaches,503053
Procurement request for Canned or jarred bunching onions,504622
Used in construction: Dried figs,503231
Used in construction: Flooring,301617
Used in construction: Thermoset plastics,131019
Needed for project: Wild caught shellfish,501224
Used in maintenance: Thermoset plastics,131019
Ordered Residues other than animal feed,044484
Ordered Engineered wood products,044147
Restock: Celery,504027
Procurement request for Personal communications device accessories or parts,431916
Used in maintenance: Springs,311619
Used in construction: Tin bars,302630
Retail stock: Dried potatoes,504256
Warehouse input: Bilberry purees,503825
Procurement request for Canned or jarred oranges,503650
Needed for project: Cakes and pies and pastries,501820
Ordered Corn,504032
Invoice includes: Nuts,311617
Invoice includes: Frozen bunching onions,504422
Warehouse input: Insulation sealing layers,301417
Used in maintenance: Bearberries,503019
Received delivery of Canned or jarred sweet potatoes,504663
Ordered Intermediate processed and refined ore products,043779
Procurement request for Cherries,503025
Received delivery of Angles,301015
Needed for project: Bronze ingots strips billets and coil,302627
Warehouse input: Dried kumquats,503240
Ordered Flour and milled products,502213
Restock: Ferrous alloy bars and sheets,302656
Retail stock: Canned or jarred nightshades,504650
Ordered Dried endives,504236
Invoice includes: Dried winter squashes and winter pumpkins,504266
Warehouse input: Gooseberries,503032
Restock: Cauliflowers,504026
Used in construction: Bronze sheets,302626
Procurement request for Peach purees,503858
Received delivery of Okras,504052
Restock: Cherries,503025
Warehouse input: Frozen blueberries,503422
Invoice includes: Frozen sweet potatoes,504463
Warehouse input: Frozen papayas,503451
Used in construction: Frozen peppers,504455
Needed for project: Passion fruit,503052
Retail stock: Sea vegetables,504059
Used in construction: Chicories,504029
Restock: Precious metal and specialty metal bars,302660
Procurement request for Tubers,504072
Needed for project: Magnesium bars and sheets,302618
Retail stock: Table grape purees,503838
Ordered Computer printers,432121
Procurement request for Dried olives,503272
Used in construction: Desserts and dessert toppings,501923
Invoice includes: Fresh melon juice or concentrates,502030
Procurement request for Bins and baskets,241120
Retail stock: Melons,503046
Warehouse input: Frozen asparagus,504416
Warehouse input: Roofing accessories,301516
Warehouse input: Aluminum sheets,302650
Used in construction: Magnesium ingots strips billets and coil,302619
Retail stock: Concrete and mortars,301115
Ordered Dried tamarillo,503269
Received delivery of Decorative rock,043780
Used in maintenance: Rhubarb,503063
Used in maintenance: Asphalts,301216
Invoice includes: Dried beets,504219
Retail stock: Dried loquats,503243
Needed for project: Dried breadfruit,503223
Used in construction: Sand,043050
