description,unspsc_code
Shipment includes Precast wall panel,30111504
Requested: Block of cheddar 1kg,50131708
Order placed for Drainage elbow 50mm,40142320
Acquired 5 units of Internet router for branch,43222609
Delivery note for 5 pcs of Single core insulated cable,26121524
Order placed for 10mm construction steel,30102307
Bought: 12 Concrete wall section,30111504
Delivery note for 5 pcs of Electric cable 1.5mm,26121524
Line item: WiFi 6 router,43222609
Shipment includes Carton of large eggs,50131705
Invoice: 50 x Drainage elbow 50mm,40142320
Shipment includes Mature cheddar block,50131708
Shipment includes Heavy panel for construction,30111504
Invoice: 5 x Laptop with 16GB RAM,43211503
Acquired 25 units of 5L matte paint bucket,31211504
Bought: 25 90-degree PVC fitting,40142320
Line item: Steamed white rice,50201700
Requisition for WiFi 6 router,43222609
Invoice: 50 x Long grain rice 4kg,50201700
Requested: Rebar rods for concrete,30102307
Requested: PVC elbow 2in,40142320
Order placed for Basmati rice 5kg,50201700
Procurement of Free-range eggs pack,50131705
Order placed for Thai jasmine rice,50201700
Invoice: 1 x Plumbing pipe elbow,40142320
Requested: Steamed white rice,50201700
Invoice: 2 x Drainage elbow 50mm,40142320
Procurement of Electric cable 1.5mm,26121524
Line item: Internet router for branch,43222609
Requisition for House wiring cable,26121524
Invoice: 12 x Cheddar wedge 500g,50131708
Bought: 10 Exterior concrete board,30111504
Delivery note for 5 pcs of Single core insulated cable,26121524
Requested: Free-range eggs pack,50131705
Delivery note for 5 pcs of Laptop i7 processor,43211503
Invoice: 5 x Steamed white rice,50201700
Requisition for Steel rebars 10mm,30102307
Delivery note for 10 pcs of Mature cheddar block,50131708
Line item: Copper wire 100m,26121524
Procurement of Fresh eggs 12-pack,50131705
Bought: 2 Steamed white rice,50201700
Acquired 2 units of Steel rods for foundation,30102307
Shipment includes Thai jasmine rice,50201700
Shipment includes Interior matte emulsion,31211504
Delivery note for 1 pcs of Long grain rice 4kg,50201700
Requisition for Long grain rice 4kg,50201700
Delivery note for 25 pcs of Wall slab 2m,30111504
Shipment includes House wiring cable,26121524
Invoice: 5 x Notebook PC for office,43211503
Bought: 10 Laptop i7 processor,43211503
Line item: Plumbing pipe elbow,40142320
Invoice: 1 x Wireless dual-band router,43222609
Invoice: 1 x Copper wire 100m,26121524
Invoice: 25 x 90-degree PVC fitting,40142320
Requested: Carton of large eggs,50131705
Line item: Block of cheddar 1kg,50131708
Delivery note for 50 pcs of Gigabit router 5GHz,43222609
Line item: Fresh eggs 12-pack,50131705
Order placed for Mild steel bars,30102307
Delivery note for 50 pcs of Block of cheddar 1kg,50131708
Requisition for Basmati rice 5kg,50201700
Delivery note for 50 pcs of Sliced cheddar cheese,50131708
Order placed for Basmati rice 5kg,50201700
Line item: Wall coating white matte,31211504
Line item: Rebar rods for concrete,30102307
Requested: Company-issued laptop,43211503
Acquired 2 units of Steamed white rice,50201700
Requisition for Steel rods for foundation,30102307
Delivery note for 2 pcs of Drainage elbow 50mm,40142320
Requested: Wireless dual-band router,43222609
Acquired 1 units of Wall coating white matte,31211504
Bought: 1 Mature cheddar block,50131708
Procurement of Long grain rice 4kg,50201700
Bought: 2 Exterior concrete board,30111504
Requested: Wireless dual-band router,43222609
Bought: 5 Carton of large eggs,50131705
Acquired 25 units of Steel rebars 10mm,30102307
Order placed for Cheddar wedge 500g,50131708
Acquired 12 units of Organic eggs dozen,50131705
Requested: Gigabit router 5GHz,43222609
Invoice: 5 x Steamed white rice,50201700
Line item: 10mm construction steel,30102307
Line item: Plumbing pipe elbow,40142320
Requisition for Concrete wall section,30111504
Delivery note for 50 pcs of Gigabit router 5GHz,43222609
Invoice: 1 x Heavy panel for construction,30111504
Line item: Electric cable 1.5mm,26121524
Acquired 10 units of Plumbing pipe elbow,40142320
Shipment includes Steel rods for foundation,30102307
Bought: 50 Block of cheddar 1kg,50131708
Requested: WiFi 6 router,43222609
Shipment includes Company-issued laptop,43211503
Requisition for Flexible copper wire,26121524
Acquired 10 units of Wall slab 2m,30111504
Order placed for Wireless dual-band router,43222609
Invoice: 2 x Laptop with 16GB RAM,43211503
Order placed for Rebar rods for concrete,30102307
Procurement of White paint 10L,31211504
Requisition for Rice sack 5kg,50201700
Procurement of Wall slab 2m,30111504
Order placed for Matte latex paint,31211504
Order placed for Wall coating white matte,31211504
Requisition for Mild steel bars,30102307
Procurement of Steamed white rice,50201700
Requisition for Wall slab 2m,30111504
Order placed for 14-inch business laptop,43211503
Order placed for Copper wire 100m,26121524
Shipment includes Matte latex paint,31211504
Requested: Matte latex paint,31211504
Requisition for Cheddar wedge 500g,50131708
Acquired 25 units of Company-issued laptop,43211503
Order placed for Farm eggs (large),50131705
Shipment includes Cheddar wedge 500g,50131708
Requisition for Office WiFi router,43222609
Acquired 12 units of Fresh eggs 12-pack,50131705
Shipment includes Internet router for branch,43222609
Bought: 2 Steamed white rice,50201700
Requested: Heavy panel for construction,30111504
Acquired 10 units of House wiring cable,26121524
Procurement of Farm eggs (large),50131705
Bought: 1 Mild steel bars,30102307
Delivery note for 1 pcs of Electric cable 1.5mm,26121524
Requested: Plastic pipe elbow joint,40142320
Delivery note for 12 pcs of Wireless dual-band router,43222609
Bought: 12 Single core insulated cable,26121524
Procurement of Block of cheddar 1kg,50131708
Invoice: 5 x Office WiFi router,43222609
Requested: WiFi 6 router,43222609
Order placed for 90-degree PVC fitting,40142320
Requested: Thai jasmine rice,50201700
Line item: 14-inch business laptop,43211503
Order placed for Free-range eggs pack,50131705
Bought: 10 PVC elbow 2in,40142320
Acquired 5 units of Laptop with 16GB RAM,43211503
Order placed for Rice sack 5kg,50201700
Procurement of Matte latex paint,31211504
Delivery note for 12 pcs of Basmati rice 5kg,50201700
Requisition for Mild steel bars,30102307
Requisition for Mature cheddar block,50131708
Procurement of Interior matte emulsion,31211504
Bought: 12 Rice sack 5kg,50201700
Requested: Copper wire 100m,26121524
Invoice: 2 x Drainage elbow 50mm,40142320
Line item: Wireless dual-band router,43222609
Shipment includes Steel rods for foundation,30102307
Requisition for Laptop i7 processor,43211503
Line item: Sliced cheddar cheese,50131708
Shipment includes Wall coating white matte,31211504
Requisition for Concrete wall section,30111504
Requested: Electric cable 1.5mm,26121524
Acquired 25 units of Drainage elbow 50mm,40142320
Order placed for Precast wall panel,30111504
Acquired 5 units of Rice sack 5kg,50201700
Acquired 12 units of 5L matte paint bucket,31211504
Invoice: 5 x Mild steel bars,30102307
Bought: 2 Exterior concrete board,30111504
Requested: Carton of large eggs,50131705
Order placed for Office WiFi router,43222609
Bought: 2 Rebar rods for concrete,30102307
Acquired 25 units of PVC elbow 2in,40142320
Line item: 14-inch business laptop,43211503
Requested: Mild steel bars,30102307
Requested: Electric cable 1.5mm,26121524
Requisition for House wiring cable,26121524
Procurement of Concrete wall section,30111504
Procurement of Heavy panel for construction,30111504
Delivery note for 2 pcs of Block of cheddar 1kg,50131708
Procurement of Wall slab 2m,30111504
Shipment includes Steel rebars 10mm,30102307
Order placed for 90-degree PVC fitting,40142320
Requested: Drainage elbow 50mm,40142320
Acquired 10 units of Copper wire 100m,26121524
Order placed for Heavy panel for construction,30111504
Line item: Matte latex paint,31211504
Requested: Steel rebars 10mm,30102307
Line item: 90-degree PVC fitting,40142320
Acquired 25 units of Block of cheddar 1kg,50131708
Delivery note for 2 pcs of Internet router for branch,43222609
Procurement of House wiring cable,26121524
Procurement of Drainage elbow 50mm,40142320
Invoice: 5 x Plastic pipe elbow joint,40142320
Order placed for Long grain rice 4kg,50201700
Bought: 50 Thai jasmine rice,50201700
Requested: Wall coating white matte,31211504
Delivery note for 12 pcs of White cheddar slices,50131708
Requisition for Gigabit router 5GHz,43222609
Bought: 12 Interior matte emulsion,31211504
Delivery note for 25 pcs of Interior matte emulsion,31211504
Shipment includes Electric cable 1.5mm,26121524
Invoice: 5 x Cheddar wedge 500g,50131708
Requisition for Company-issued laptop,43211503
Acquired 50 units of Notebook PC for office,43211503
Acquired 10 units of Block of cheddar 1kg,50131708
Line item: Steamed white rice,50201700
Requested: Plastic pipe elbow joint,40142320
Procurement of Sliced cheddar cheese,50131708
Delivery note for 12 pcs of Heavy panel for construction,30111504
Requested: Heavy panel for construction,30111504
Procurement of Interior matte emulsion,31211504
Invoice: 12 x Laptop i7 processor,43211503
Acquired 2 units of Exterior concrete board,30111504
Line item: Rice sack 5kg,50201700
Requested: Sliced cheddar cheese,50131708
Delivery note for 10 pcs of Basmati rice 5kg,50201700
Requested: Interior matte emulsion,31211504
Bought: 10 White cheddar slices,50131708
Requested: Gigabit router 5GHz,43222609
Bought: 25 Basmati rice 5kg,50201700
Shipment includes Steamed white rice,50201700
Requisition for Heavy panel for construction,30111504
Order placed for Steel rods for foundation,30102307
Requested: Carton of large eggs,50131705
Procurement of Flexible copper wire,26121524
Procurement of Thai jasmine rice,50201700
Shipment includes Drainage elbow 50mm,40142320
Invoice: 10 x Drainage elbow 50mm,40142320
Procurement of Plumbing pipe elbow,40142320
Line item: Electric cable 1.5mm,26121524
Requisition for Carton of large eggs,50131705
Requisition for Cheddar wedge 500g,50131708
Acquired 10 units of Rice sack 5kg,50201700
Line item: Rebar rods for concrete,30102307
Order placed for Wall coating white matte,31211504
Order placed for Office WiFi router,43222609
Acquired 1 units of Laptop i7 processor,43211503
Requisition for Flexible copper wire,26121524
Requisition for White cheddar slices,50131708
Acquired 12 units of Rebar rods for concrete,30102307
Invoice: 2 x Sliced cheddar cheese,50131708
Delivery note for 5 pcs of 10mm construction steel,30102307
Invoice: 1 x Fresh eggs 12-pack,50131705
Procurement of Sliced cheddar cheese,50131708
Line item: PVC elbow 2in,40142320
Procurement of Free-range eggs pack,50131705
Requested: Organic eggs dozen,50131705
Shipment includes Farm eggs (large),50131705
Bought: 1 Company-issued laptop,43211503
Delivery note for 12 pcs of Matte latex paint,31211504
Procurement of Electric cable 1.5mm,26121524
Acquired 1 units of Block of cheddar 1kg,50131708
Bought: 50 Block of cheddar 1kg,50131708
Acquired 1 units of Wall slab 2m,30111504
Shipment includes Steel rebars 10mm,30102307
Bought: 25 Mature cheddar block,50131708
Requisition for Heavy panel for construction,30111504
Acquired 1 units of Free-range eggs pack,50131705
Acquired 5 units of 14-inch business laptop,43211503
Shipment includes Basmati rice 5kg,50201700
Delivery note for 10 pcs of Copper wire 100m,26121524
Delivery note for 5 pcs of Block of cheddar 1kg,50131708
Requisition for Flexible copper wire,26121524
Procurement of Matte latex paint,31211504
Order placed for Heavy panel for construction,30111504
Shipment includes Wall slab 2m,30111504
Requisition for Internet router for branch,43222609
Invoice: 12 x Wall slab 2m,30111504
Requisition for Exterior concrete board,30111504
Invoice: 12 x Farm eggs (large),50131705
Requested: 5L matte paint bucket,31211504
Line item: Laptop with 16GB RAM,43211503
Bought: 10 Notebook PC for office,43211503
Acquired 5 units of Basmati rice 5kg,50201700
Procurement of Electric cable 1.5mm,26121524
Delivery note for 50 pcs of 5L matte paint bucket,31211504
Delivery note for 12 pcs of 14-inch business laptop,43211503
Procurement of House wiring cable,26121524
Shipment includes Internet router for branch,43222609
Procurement of Heavy panel for construction,30111504
Acquired 50 units of Sliced cheddar cheese,50131708
Line item: Gigabit router 5GHz,43222609
Line item: Rebar rods for concrete,30102307
Acquired 10 units of Free-range eggs pack,50131705
Requisition for Basmati rice 5kg,50201700
Requisition for Wall slab 2m,30111504
Bought: 25 Rebar rods for concrete,30102307
Order placed for Internet router for branch,43222609
Acquired 10 units of PVC elbow 2in,40142320
Bought: 12 Electric cable 1.5mm,26121524
Bought: 1 Long grain rice 4kg,50201700
Procurement of 90-degree PVC fitting,40142320
Line item: Basmati rice 5kg,50201700
Delivery note for 2 pcs of Gigabit router 5GHz,43222609
Invoice: 1 x House wiring cable,26121524
Requested: Wireless dual-band router,43222609
Procurement of Free-range eggs pack,50131705
Invoice: 2 x Free-range eggs pack,50131705
Requisition for Gigabit router 5GHz,43222609
Order placed for Office WiFi router,43222609
Requested: Electric cable 1.5mm,26121524
Shipment includes 10mm construction steel,30102307
Procurement of Copper wire 100m,26121524
Order placed for Steel rods for foundation,30102307
Order placed for Carton of large eggs,50131705
Bought: 50 PVC elbow 2in,40142320
Acquired 2 units of Plastic pipe elbow joint,40142320
Delivery note for 12 pcs of 5L matte paint bucket,31211504
Order placed for Gigabit router 5GHz,43222609
Delivery note for 1 pcs of Sliced cheddar cheese,50131708
Requisition for Steel rods for foundation,30102307
Requisition for Notebook PC for office,43211503
Delivery note for 2 pcs of House wiring cable,26121524
Requested: Plumbing pipe elbow,40142320
Bought: 5 14-inch business laptop,43211503
Procurement of Flexible copper wire,26121524
Procurement of 10mm construction steel,30102307
Order placed for Basmati rice 5kg,50201700
Bought: 12 Long grain rice 4kg,50201700
Acquired 5 units of Free-range eggs pack,50131705
Requisition for Office WiFi router,43222609
Invoice: 1 x Free-range eggs pack,50131705
Line item: Carton of large eggs,50131705
Requested: Farm eggs (large),50131705
Delivery note for 5 pcs of Cheddar wedge 500g,50131708
Acquired 50 units of Long grain rice 4kg,50201700
Line item: Gigabit router 5GHz,43222609
Order placed for Laptop i7 processor,43211503
Invoice: 5 x Farm eggs (large),50131705
Bought: 2 WiFi 6 router,43222609
Shipment includes Copper wire 100m,26121524
Requisition for 14-inch business laptop,43211503
Requisition for 14-inch business laptop,43211503
Shipment includes Thai jasmine rice,50201700
Requisition for Concrete wall section,30111504
Order placed for Farm eggs (large),50131705
Shipment includes Matte latex paint,31211504
Acquired 12 units of Thai jasmine rice,50201700
Order placed for Interior matte emulsion,31211504
Order placed for Exterior concrete board,30111504
Acquired 12 units of Exterior concrete board,30111504
Invoice: 5 x Laptop i7 processor,43211503
Bought: 1 Basmati rice 5kg,50201700
Acquired 10 units of Exterior concrete board,30111504
Requested: Steel rebars 10mm,30102307
Procurement of Cheddar wedge 500g,50131708
Line item: Sliced cheddar cheese,50131708
Bought: 12 Drainage elbow 50mm,40142320
Requested: Organic eggs dozen,50131705
Bought: 50 Internet router for branch,43222609
Acquired 1 units of Drainage elbow 50mm,40142320
Bought: 12 Precast wall panel,30111504
Delivery note for 1 pcs of Long grain rice 4kg,50201700
Procurement of WiFi 6 router,43222609
Order placed for House wiring cable,26121524
Requested: PVC elbow 2in,40142320
Acquired 25 units of Exterior concrete board,30111504
Shipment includes Rice sack 5kg,50201700
Invoice: 10 x Electric cable 1.5mm,26121524
Requisition for Sliced cheddar cheese,50131708
Invoice: 5 x Gigabit router 5GHz,43222609
Procurement of Sliced cheddar cheese,50131708
Line item: Rebar rods for concrete,30102307
Order placed for Long grain rice 4kg,50201700
Bought: 10 Rice sack 5kg,50201700
Line item: Concrete wall section,30111504
Line item: Thai jasmine rice,50201700
Invoice: 10 x Office WiFi router,43222609
Bought: 10 Precast wall panel,30111504
Delivery note for 10 pcs of Matte latex paint,31211504
Acquired 1 units of Single core insulated cable,26121524
Line item: Steel rods for foundation,30102307
Bought: 10 Wireless dual-band router,43222609
Requisition for Notebook PC for office,43211503
Requisition for Drainage elbow 50mm,40142320
Order placed for Single core insulated cable,26121524
Requisition for Carton of large eggs,50131705
Bought: 1 Wall slab 2m,30111504
Procurement of WiFi 6 router,43222609
Line item: Free-range eggs pack,50131705
Acquired 50 units of Gigabit router 5GHz,43222609
Invoice: 1 x 90-degree PVC fitting,40142320
Bought: 5 Wall slab 2m,30111504
Bought: 2 10mm construction steel,30102307
Delivery note for 50 pcs of Precast wall panel,30111504
Delivery note for 10 pcs of Precast wall panel,30111504
Requisition for Notebook PC for office,43211503
Invoice: 12 x 90-degree PVC fitting,40142320
Delivery note for 1 pcs of 90-degree PVC fitting,40142320
Invoice: 12 x Company-issued laptop,43211503
Acquired 50 units of White cheddar slices,50131708
Requested: Mature cheddar block,50131708
Procurement of Cheddar wedge 500g,50131708
Bought: 50 Notebook PC for office,43211503
Shipment includes White cheddar slices,50131708
Line item: Long grain rice 4kg,50201700
Bought: 25 Sliced cheddar cheese,50131708
Delivery note for 50 pcs of Wireless dual-band router,43222609
Invoice: 10 x Laptop with 16GB RAM,43211503
Delivery note for 10 pcs of Rice sack 5kg,50201700
Shipment includes Electric cable 1.5mm,26121524
Delivery note for 2 pcs of Rice sack 5kg,50201700
Procurement of Flexible copper wire,26121524
Acquired 12 units of Farm eggs (large),50131705
Requisition for Steel rebars 10mm,30102307
Bought: 25 Gigabit router 5GHz,43222609
Delivery note for 5 pcs of 90-degree PVC fitting,40142320
Bought: 10 14-inch business laptop,43211503
Bought: 50 Organic eggs dozen,50131705
Acquired 25 units of Matte latex paint,31211504
Requisition for Mature cheddar block,50131708
Procurement of Steel rebars 10mm,30102307
Order placed for Company-issued laptop,43211503
Requested: Fresh eggs 12-pack,50131705
Requested: 90-degree PVC fitting,40142320
Order placed for Steel rods for foundation,30102307
Bought: 25 Concrete wall section,30111504
Order placed for Laptop with 16GB RAM,43211503
Shipment includes Concrete wall section,30111504
Order placed for Concrete wall section,30111504
Delivery note for 10 pcs of Mature cheddar block,50131708
Delivery note for 50 pcs of Laptop i7 processor,43211503
Delivery note for 2 pcs of Steamed white rice,50201700
Procurement of 14-inch business laptop,43211503
Procurement of Steamed white rice,50201700
Line item: Plastic pipe elbow joint,40142320
Bought: 10 Organic eggs dozen,50131705
Order placed for White cheddar slices,50131708
Requested: Flexible copper wire,26121524
Delivery note for 1 pcs of Laptop i7 processor,43211503
Order placed for Steel rebars 10mm,30102307
Procurement of Drainage elbow 50mm,40142320
Procurement of Block of cheddar 1kg,50131708
Invoice: 25 x Steamed white rice,50201700
Bought: 1 Gigabit router 5GHz,43222609
Line item: Flexible copper wire,26121524
Requisition for Basmati rice 5kg,50201700
Line item: 10mm construction steel,30102307
Acquired 5 units of Heavy panel for construction,30111504
Procurement of Drainage elbow 50mm,40142320
Requisition for 14-inch business laptop,43211503
Line item: Wireless dual-band router,43222609
Invoice: 12 x Plastic pipe elbow joint,40142320
Requested: 10mm construction steel,30102307
Acquired 10 units of Basmati rice 5kg,50201700
Requested: Laptop i7 processor,43211503
Procurement of Rebar rods for concrete,30102307
Line item: Concrete wall section,30111504
Delivery note for 10 pcs of Company-issued laptop,43211503
Procurement of Flexible copper wire,26121524
Acquired 50 units of Wireless dual-band router,43222609
Order placed for 10mm construction steel,30102307
Requisition for Flexible copper wire,26121524
Order placed for Concrete wall section,30111504
Procurement of White cheddar slices,50131708
Requested: Precast wall panel,30111504
Invoice: 25 x Block of cheddar 1kg,50131708
Order placed for Mild steel bars,30102307
Bought: 1 Concrete wall section,30111504
Line item: Laptop with 16GB RAM,43211503
Order placed for Concrete wall section,30111504
Acquired 50 units of Wall coating white matte,31211504
Order placed for Steamed white rice,50201700
Invoice: 5 x Heavy panel for construction,30111504
Bought: 2 White paint 10L,31211504
Order placed for Wireless dual-band router,43222609
Invoice: 25 x White cheddar slices,50131708
Invoice: 10 x WiFi 6 router,43222609
Procurement of Matte latex paint,31211504
Shipment includes Company-issued laptop,43211503
Line item: Block of cheddar 1kg,50131708
Invoice: 1 x Steel rebars 10mm,30102307
Shipment includes Wall slab 2m,30111504
Requested: Organic eggs dozen,50131705
Line item: Plumbing pipe elbow,40142320
Bought: 25 Interior matte emulsion,31211504
Invoice: 25 x Steel rods for foundation,30102307
Order placed for Free-range eggs pack,50131705
Shipment includes 90-degree PVC fitting,40142320
Requested: Electric cable 1.5mm,26121524
Bought: 5 Copper wire 100m,26121524
Requested: Single core insulated cable,26121524
Procurement of 5L matte paint bucket,31211504
Line item: Notebook PC for office,43211503
Procurement of Sliced cheddar cheese,50131708
Requested: Internet router for branch,43222609
Bought: 50 90-degree PVC fitting,40142320
Order placed for Carton of large eggs,50131705
Invoice: 2 x Steel rods for foundation,30102307
Requisition for 10mm construction steel,30102307
Line item: Notebook PC for office,43211503
Shipment includes Wall slab 2m,30111504
Order placed for Office WiFi router,43222609
Requested: White paint 10L,31211504
Shipment includes Long grain rice 4kg,50201700
Bought: 10 Laptop i7 processor,43211503
Invoice: 2 x 10mm construction steel,30102307
Invoice: 10 x Exterior concrete board,30111504
Line item: Office WiFi router,43222609
Delivery note for 2 pcs of 5L matte paint bucket,31211504
Procurement of Office WiFi router,43222609
Delivery note for 2 pcs of Precast wall panel,30111504
Line item: Laptop i7 processor,43211503
Requested: Mature cheddar block,50131708
Bought: 2 Concrete wall section,30111504
Requested: Heavy panel for construction,30111504
Line item: Thai jasmine rice,50201700
Line item: Matte latex paint,31211504
Procurement of Fresh eggs 12-pack,50131705
Requested: Long grain rice 4kg,50201700
Requested: Thai jasmine rice,50201700
Procurement of Cheddar wedge 500g,50131708
Line item: Steel rebars 10mm,30102307
Shipment includes Copper wire 100m,26121524
Order placed for Rice sack 5kg,50201700
Order placed for Organic eggs dozen,50131705
Requested: 10mm construction steel,30102307
Requested: Internet router for branch,43222609
Line item: Laptop with 16GB RAM,43211503
Line item: Plastic pipe elbow joint,40142320
Procurement of Heavy panel for construction,30111504
Shipment includes Organic eggs dozen,50131705
Procurement of Gigabit router 5GHz,43222609
Acquired 12 units of Laptop i7 processor,43211503
Shipment includes Mild steel bars,30102307
Requisition for Plumbing pipe elbow,40142320
Bought: 5 White paint 10L,31211504
Acquired 1 units of Steel rods for foundation,30102307
Acquired 10 units of Laptop i7 processor,43211503
Acquired 5 units of Precast wall panel,30111504
Order placed for Cheddar wedge 500g,50131708
Acquired 2 units of Interior matte emulsion,31211504
Line item: Copper wire 100m,26121524
Requested: Concrete wall section,30111504
Requisition for Internet router for branch,43222609
Procurement of Steamed white rice,50201700
Line item: Internet router for branch,43222609
Order placed for Single core insulated cable,26121524
Delivery note for 10 pcs of Single core insulated cable,26121524
Order placed for Wall slab 2m,30111504
Order placed for Carton of large eggs,50131705
Order placed for Mature cheddar block,50131708
Order placed for Mature cheddar block,50131708
Invoice: 50 x White cheddar slices,50131708
Procurement of Matte latex paint,31211504
Invoice: 10 x Thai jasmine rice,50201700
Line item: Gigabit router 5GHz,43222609
Requested: Mild steel bars,30102307
Requisition for Rebar rods for concrete,30102307
Bought: 5 Gigabit router 5GHz,43222609
Bought: 25 Gigabit router 5GHz,43222609
Line item: Single core insulated cable,26121524
Invoice: 50 x Plumbing pipe elbow,40142320
Delivery note for 2 pcs of Plastic pipe elbow joint,40142320
Delivery note for 50 pcs of Fresh eggs 12-pack,50131705
Acquired 5 units of Rebar rods for concrete,30102307
Bought: 2 Organic eggs dozen,50131705
Invoice: 2 x House wiring cable,26121524
Requested: Sliced cheddar cheese,50131708
Bought: 2 Mild steel bars,30102307
Acquired 2 units of Fresh eggs 12-pack,50131705
Procurement of Matte latex paint,31211504
Invoice: 5 x Internet router for branch,43222609
Invoice: 12 x Free-range eggs pack,50131705
Procurement of PVC elbow 2in,40142320
Line item: Organic eggs dozen,50131705
Requisition for Block of cheddar 1kg,50131708
Line item: Internet router for branch,43222609
Bought: 25 Concrete wall section,30111504
Order placed for Fresh eggs 12-pack,50131705
Invoice: 25 x Carton of large eggs,50131705
Delivery note for 1 pcs of Copper wire 100m,26121524
Requested: Thai jasmine rice,50201700
Acquired 1 units of Wireless dual-band router,43222609
Bought: 12 Concrete wall section,30111504
Requested: 5L matte paint bucket,31211504
Line item: Company-issued laptop,43211503
Shipment includes Company-issued laptop,43211503
Bought: 12 Fresh eggs 12-pack,50131705
Acquired 10 units of Copper wire 100m,26121524
Acquired 10 units of White cheddar slices,50131708
Delivery note for 5 pcs of Wireless dual-band router,43222609
Line item: Internet router for branch,43222609
Requested: Copper wire 100m,26121524
Line item: Farm eggs (large),50131705
Shipment includes White cheddar slices,50131708
Order placed for Heavy panel for construction,30111504
Line item: 5L matte paint bucket,31211504
Order placed for House wiring cable,26121524
Procurement of Basmati rice 5kg,50201700
Invoice: 12 x Drainage elbow 50mm,40142320
Invoice: 2 x Free-range eggs pack,50131705
Delivery note for 12 pcs of White cheddar slices,50131708
Delivery note for 50 pcs of Carton of large eggs,50131705
Line item: Wall slab 2m,30111504
Procurement of Organic eggs dozen,50131705
Delivery note for 5 pcs of Rebar rods for concrete,30102307
Delivery note for 10 pcs of Carton of large eggs,50131705
Requested: White cheddar slices,50131708
Line item: 14-inch business laptop,43211503
Bought: 10 Wall slab 2m,30111504
Delivery note for 25 pcs of Exterior concrete board,30111504
Acquired 12 units of Carton of large eggs,50131705
Delivery note for 2 pcs of Precast wall panel,30111504
Invoice: 5 x Precast wall panel,30111504
Acquired 2 units of Organic eggs dozen,50131705
Acquired 10 units of Mild steel bars,30102307
Delivery note for 5 pcs of Wireless dual-band router,43222609
Requisition for Copper wire 100m,26121524
Bought: 50 Block of cheddar 1kg,50131708
Acquired 50 units of Cheddar wedge 500g,50131708
Delivery note for 25 pcs of Internet router for branch,43222609
Requisition for Wireless dual-band router,43222609
Procurement of Office WiFi router,43222609
Acquired 50 units of House wiring cable,26121524
Acquired 2 units of Farm eggs (large),50131705
Invoice: 12 x Notebook PC for office,43211503
Requisition for Interior matte emulsion,31211504
Requisition for Single core insulated cable,26121524
Line item: Laptop i7 processor,43211503
Procurement of Notebook PC for office,43211503
Acquired 2 units of Internet router for branch,43222609
Requisition for Free-range eggs pack,50131705
Delivery note for 1 pcs of Office WiFi router,43222609
Invoice: 50 x Notebook PC for office,43211503
Delivery note for 2 pcs of Sliced cheddar cheese,50131708
Order placed for Interior matte emulsion,31211504
Procurement of Laptop with 16GB RAM,43211503
Procurement of Farm eggs (large),50131705
Requisition for Laptop with 16GB RAM,43211503
Order placed for 10mm construction steel,30102307
Delivery note for 25 pcs of Steel rebars 10mm,30102307
Order placed for Steel rebars 10mm,30102307
Requested: Matte latex paint,31211504
Order placed for Wireless dual-band router,43222609
Acquired 5 units of Plumbing pipe elbow,40142320
Bought: 2 Cheddar wedge 500g,50131708
Order placed for Single core insulated cable,26121524
Requisition for Precast wall panel,30111504
Invoice: 50 x 5L matte paint bucket,31211504
Order placed for Copper wire 100m,26121524
Acquired 25 units of Flexible copper wire,26121524
Line item: Concrete wall section,30111504
Acquired 10 units of Notebook PC for office,43211503
Requisition for Long grain rice 4kg,50201700
Acquired 1 units of Basmati rice 5kg,50201700
Requisition for Carton of large eggs,50131705
Delivery note for 12 pcs of Fresh eggs 12-pack,50131705
Acquired 10 units of Steel rebars 10mm,30102307
Delivery note for 10 pcs of Laptop i7 processor,43211503
Line item: Wall slab 2m,30111504
Delivery note for 50 pcs of Flexible copper wire,26121524
Order placed for Long grain rice 4kg,50201700
Invoice: 1 x Fresh eggs 12-pack,50131705
Shipment includes Carton of large eggs,50131705
Order placed for Copper wire 100m,26121524
Bought: 1 Rice sack 5kg,50201700
Acquired 2 units of Block of cheddar 1kg,50131708
Bought: 50 Office WiFi router,43222609
Requested: Basmati rice 5kg,50201700
Delivery note for 50 pcs of Rice sack 5kg,50201700
Delivery note for 50 pcs of Heavy panel for construction,30111504
Line item: Steamed white rice,50201700
Line item: Exterior concrete board,30111504
Line item: Plastic pipe elbow joint,40142320
Line item: 14-inch business laptop,43211503
Procurement of Interior matte emulsion,31211504
Line item: Steel rebars 10mm,30102307
Shipment includes Rebar rods for concrete,30102307
Delivery note for 12 pcs of Office WiFi router,43222609
Order placed for Precast wall panel,30111504
Line item: Flexible copper wire,26121524
Line item: Drainage elbow 50mm,40142320
Acquired 50 units of Plumbing pipe elbow,40142320
Procurement of Single core insulated cable,26121524
Order placed for 10mm construction steel,30102307
Shipment includes Fresh eggs 12-pack,50131705
Procurement of Carton of large eggs,50131705
Invoice: 10 x House wiring cable,26121524
Delivery note for 25 pcs of Long grain rice 4kg,50201700
Order placed for Rice sack 5kg,50201700
Requisition for Free-range eggs pack,50131705
Requisition for Farm eggs (large),50131705
Procurement of Cheddar wedge 500g,50131708
Bought: 10 Drainage elbow 50mm,40142320
Delivery note for 5 pcs of Wall slab 2m,30111504
Bought: 1 Steel rebars 10mm,30102307
Acquired 50 units of Mature cheddar block,50131708
