description,unspsc_code
Inventory includes Canned or jarred blueberries,503622
Construction supply: Canned or jarred dates,503629
Procurement of Finishing materials and products,301519
Construction supply: Natural rubber,131015
Construction supply: Canned or jarred plums,503658
Inventory includes Canned or jarred broccoli,504620
Procurement of Dried yams,504267
Restocking Frozen garlics,504438
Order for Canned or jarred okras,504651
Procurement of Rhubarb,503063
Order for Frozen beets,504419
Inventory includes Nuts excluding wild edible nuts and groundnuts,501025
Procurement of Perfumery products,043781
Received shipment: Frozen pomelos,503460
Invoice lists Frozen tomatoes,504464
Retail stock: Canned or jarred plucots,503657
Received shipment: Fencing,301520
Retail stock: Canned or jarred bayberries or myrtles,503648
Received shipment: Frozen artichokes,504415
Inventory includes Molding and millwork,301619
Retail stock: Fresh berry juice or concentrate,502025
Used in repairs: Resins,131110
Construction supply: Molding and millwork,301619
Invoice lists Canned or jarred chokeberries,503671
Used in repairs: Canned or jarred nominant fruits,503670
Received shipment: Dried green peas,504240
Received shipment: Sea vegetables,504059
Used in repairs: Storage chests and cabinets and trunks,241124
Used in repairs: Minerals,042318
Order for Bayberries or myrtles,503048
Warehouse received: Frozen okras,504451
Invoice lists Jams and jellies and nut and sweet spreads and fruit conserves,501924
Construction supply: Canned or jarred pomegranates,503659
Warehouse received: Sapotes,503065
Used in repairs: Broccoli,504020
Used in repairs: Frozen eggplants,504435
Order for Canned or jarred yams,504667
Invoice lists Jams and jellies and nut and sweet spreads and fruit conserves,501924
Invoice lists Frozen dragonfruit,503430
Restocking Iron ingots strips billets and coil,302655
Procurement of Desserts and dessert toppings,501923
Warehouse received: Dried blueberries,503222
Procurement of Canned or jarred mushrooms,504648
Retail stock: Canned or jarred asparagus,504616
Received shipment: Lead sheets,302634
Inventory includes Shafting,302667
Inventory includes Salt preserved seafoods,501219
Invoice lists Canned or jarred cucumbers,504634
Construction supply: Dried sea vegetables,504258
Procurement of Canned or jarred leeks,504644
Restocking Kiwi fruit,503039
Construction supply: Dried chokeberries,503271
Retail stock: Frozen shallots,504459
Inventory includes Aluminum coil,302651
Warehouse received: Beets,504019
Used in repairs: Canned or jarred mustards,504649
Warehouse received: Canned or jarred nightshades,504650
Used in repairs: Mandarin oranges or tangerines,503044
Warehouse received: Other animal products,042687
Procurement of Casks and barrels and drums,241121
Inventory includes Mandarin oranges or tangerine purees,503848
Inventory includes Tangelo purees,503849
Construction supply: Media storage devices,432018
Warehouse received: Boxes,241131
Received shipment: Bearberry purees,503823
Restocking Canned or jarred raisin grapes,503635
Warehouse received: Non alcoholic beverages,502023
Warehouse received: Shafts,301039
Procurement of Bins and baskets,241120
Received shipment: Canned or jarred blackberries,503620
Inventory includes Packaged combination meals,501927
Procurement of Canned or jarred asparagus,504616
Invoice lists Canned or jarred broccoli,504620
Restocking Gates,301720
Procurement of Turnip greens,504066
Received shipment: Lead ingots strips billets and coil,302635
Inventory includes Tamarillo purees,503874
Received shipment: Canned or jarred artichokes,504615
Retail stock: Pomegranate purees,503864
Used in repairs: Carbon steel sheets,302640
Used in repairs: Springs,311619
Warehouse received: Frozen dragonfruit,503430
Received shipment: Frozen beans,504418
Warehouse received: Computers,432115
Used in repairs: Shafts,301039
Used in repairs: Shafts,301039
Received shipment: Rosins,131111
Construction supply: System boards processors interfaces or modules,432015
Retail stock: Frozen nectarines,503449
Received shipment: Frozen peaches,503453
Retail stock: Frozen oranges,503450
Received shipment: Dried blueberries,503222
Construction supply: Dried plums,503258
Restocking Frozen cranberries,503427
Received shipment: Hollow structural sections HSS,301040
Received shipment: Date purees,503833
Inventory includes Alcoholic beverages,502022
Construction supply: Canned or jarred sea vegetables,504658
Warehouse received: Non alcoholic beverages,502023
Order for Magnesium bars and sheets,302618
Inventory includes Precious metal and specialty metal bars,302660
Order for Dried celery,504227
Construction supply: Plastic coil and strips,302659
Received shipment: Dried papayas,503251
Invoice lists Snack foods,501921
Used in repairs: Avocados,504017
Retail stock: Eggplants,504035
Retail stock: Canned or jarred table grapes,503634
Construction supply: Canned or jarred eggplants,504635
Used in repairs: Cherimoyas,503024
Construction supply: Freight containers,241128
Used in repairs: Dried cucumbers,504234
Construction supply: Cranberries,503027
Construction supply: Sand,043050
Received shipment: Canned or jarred kohlrabi,504643
Procurement of Canned or jarred winter squashes and winter pumpkins,504666
Warehouse received: Honeycomb core,301035
Order for Melons,503046
Invoice lists Soil stabilizers and reinforcing materials,301219
Restocking Tanks and cylinders and their accessories,241118
Order for Specialty insulation,301416
Restocking Fresh drupe or stone fruit juice or concentrate,502027
Invoice lists Precious metal and specialty metal bars,302660
Retail stock: Canned or jarred bilberries,503621
Restocking Tubers,504072
Received shipment: Media storage device accessories,432019
Construction supply: Melons,503046
Warehouse received: Sugar products,501619
Construction supply: Dried plucots,503257
Retail stock: Frozen limes,503442
Retail stock: Pears,503054
Procurement of Titanium ingots strips billets and coil,302621
Warehouse received: Cucumbers,504034
Procurement of Lead ingots strips billets and coil,302635
Restocking Ferrous alloy bars and sheets,302656
Retail stock: Edible vegetable and plant oils and fats,501515
Inventory includes Road and railroad construction materials,301217
Retail stock: Dried peas,504254
Order for Chinese cabbages,504030
Construction supply: Frozen artichokes,504415
Retail stock: Ferrous alloy bars and sheets,302656
Invoice lists Okras,504052
Used in repairs: Plasters,301117
Procurement of Beans,504018
Invoice lists Frozen mandarin oranges or tangerines,503444
Restocking Dragonfruit,503030
Order for Dried cresses,504233
Construction supply: Residues other than animal feed,044484
Restocking Frozen onions,504452
Inventory includes Dried kohlrabi,504243
Procurement of Foil,301020
Construction supply: Canned or jarred citrons,503626
Procurement of Securing and protecting supplies,241415
Invoice lists Dried apples,503215
Invoice lists Frozen mandarin oranges or tangerines,503444
Warehouse received: Dried wine grapes,503236
Inventory includes Dried nominant vegetables,504268
Warehouse received: Dried broccoli,504220
Used in repairs: Specialty steel bars,302639
Received shipment: Frozen raisin grapes,503435
Warehouse received: Dried lemons,503241
Received shipment: System boards processors interfaces or modules,432015
Invoice lists Carbon steel bars,302636
Invoice lists Blackberry purees,503824
Order for Frozen cherimoyas,503424
Warehouse received: Surface,301521
Inventory includes Aluminum bars,302649
Retail stock: Milk and butter products,501317
Restocking Freight containers,241128
Warehouse received: Canned or jarred table grapes,503634
Retail stock: Dried figs,503231
Received shipment: Doors,301715
Inventory includes Wood structural materials,302663
Restocking Bituminous derivatives,301215
Restocking Dried rhubarb,503263
Warehouse received: Dried peppers,504255
Restocking Lemon purees,503845
Retail stock: Frozen cresses,504433
Procurement of Carbon steel bars,302636
Received shipment: Garage doors and operators,301721
Used in repairs: Frozen brussel sprouts,504421
Order for Shellfish,501216
Restocking Titanium bars and sheets,302620
Received shipment: Blocks,301315
Received shipment: Breadfruit purees,503827
Invoice lists Frozen lentils,504445
Received shipment: Quince purees,503866
Inventory includes Channels,301018
Invoice lists Corn,504032
Used in repairs: Frozen saskatoon berries,503466
Construction supply: Plastic coil and strips,302659
Received shipment: Ferrous alloy ingots strips billets and coil,302657
Warehouse received: Chocolate and sugars and sweetening products,501615
Restocking Mandarin oranges or tangerines,503044
Used in repairs: Dragonfruit purees,503834
Used in repairs: Canned or jarred kimchis,504670
Construction supply: Copper sheets,302623
Procurement of Dried rhubarb,503263
Procurement of Landscape architecture materials,301218
Used in repairs: Frozen bayberries or myrtle,503448
Retail stock: Flooring,301617
Restocking Processed meat and poultry products,501120
Inventory includes Tobacco product accessories and supplies,502116
Construction supply: Canned or jarred gooseberries,503632
Construction supply: Fast moving consumer goods,502033
Inventory includes Celery,504027
Warehouse received: Canned or jarred turnip greens,504665
Order for Papaya purees,503856
Procurement of Blueberry purees,503826
Construction supply: Frozen brussel sprouts,504421
Inventory includes Canned or jarred lemons,503641
Procurement of Canned or jarred spinaches,504661
Retail stock: Farm raised shellfish,501225
Used in repairs: Peas,504054
Invoice lists Chokeberries,503071
Used in repairs: Canned or jarred kale,504642
Invoice lists Natural rubber,131015
Construction supply: Engineered wood products,044147
Restocking Lead bars,302633
Inventory includes Canned or jarred cucumbers,504634
Restocking Frozen nominant vegetables,504468
Inventory includes Brass ingots strips billets and coil,302617
Retail stock: Savory pies and quiches and pasties,501928
Warehouse received: Bilberry purees,503825
Received shipment: Foams,131113
Warehouse received: Dried chicories,504229
Construction supply: Cherries,503025
Inventory includes Dried mandarin oranges or tangerines,503244
Order for Dried chicories,504229
Order for Dried myrtle,503248
Procurement of Slip sheets,241130
Construction supply: Banana purees,503821
Order for Endives,504036
Procurement of Wine grapes,503036
Received shipment: Bituminous derivatives,301215
Construction supply: Dragonfruit purees,503834
Construction supply: Chives,504031
Order for Canned or jarred bilberries,503621
Used in repairs: Mushrooms,504048
Invoice lists Turnip greens,504066
Received shipment: Decorative rock,043780
Restocking Frozen cucumbers,504434
Received shipment: Dried corn,504232
Restocking Frozen guavas,503437
Procurement of Wild caught fish,501220
Inventory includes Frozen strawberries,503467
Restocking Dried peppers,504255
Procurement of Blackberries,503020
Inventory includes Canned or jarred raspberries,503662
Received shipment: Frozen leeks,504444
Order for Audio and visual equipment,521615
Used in repairs: Canned or jarred lentils,504645
Restocking Dried turnip greens,504265
Invoice lists Plucot purees,503862
Used in repairs: Canned or jarred olives,503672
Procurement of Rose hips,503064
Procurement of Frozen artichokes,504415
Order for Beams,301017
Invoice lists Frozen tamarillo,503469
Construction supply: Canned or jarred plums,503658
Procurement of Fresh tropical fruit juice or concentrate,502028
Received shipment: Canned or jarred kiwi fruit,503639
Warehouse received: Intermediate processed and refined ore products,043779
Invoice lists Canned or jarred celery,504627
Retail stock: Countertops,301622
Construction supply: Blackberries,503020
Order for Dried mandarin oranges or tangerines,503244
Order for Dragonfruit,503030
Inventory includes Frozen loquats,503443
Procurement of Aluminum coil,302651
Used in repairs: Vegetable waxes,501517
Received shipment: Dried nightshades,504250
Construction supply: Computers,432115
Procurement of Frozen barberries,503418
Invoice lists Aluminum coil,302651
Used in repairs: Plastic films,131112
Procurement of Canned or jarred asparagus,504616
Procurement of Frozen sugar peas,504469
Procurement of Banana purees,503821
Inventory includes Canned or jarred table grapes,503634
Inventory includes Dried bearberries,503219
Restocking Canned or jarred peaches,503653
Received shipment: Cheese,501318
Used in repairs: Copper sheets,302623
Received shipment: Frozen blueberries,503422
Received shipment: Blocks,301315
Procurement of Dried kale,504242
Retail stock: Dried mangoes,503245
Warehouse received: Rain gutters and accessories,301517
Order for Frozen cardoons,504424
Warehouse received: Dried saskatoon berries,503266
Received shipment: Specialty steel bars,302639
Construction supply: Infant foods and beverages,501930
Inventory includes Cakes and pies and pastries,501820
Invoice lists Frozen yams,504467
Received shipment: Frozen saskatoon berries,503466
Used in repairs: Dried apples,503215
Warehouse received: Removable storage media,432020
Construction supply: Paperboard and packaging papers,141215
Invoice lists Frozen guavas,503437
Procurement of Plasters,301117
Procurement of Chokeberries,503071
Received shipment: Specialty steel coils,302643
Procurement of Frozen barberries,503418
Warehouse received: Frozen bayberries or myrtle,503448
Used in repairs: Resins,131110
Inventory includes Mandarin oranges or tangerines,503044
Used in repairs: Wood structural materials,302663
Inventory includes Frozen mustards,504449
Received shipment: Canned or jarred kiwi fruit,503639
Invoice lists Dried apricots,503216
Restocking Dried avocados,504217
Procurement of Casks and barrels and drums,241121
Invoice lists Dried asparagus,504216
Retail stock: Computers,432115
Warehouse received: Frozen pears,503454
Warehouse received: Molded seals,314119
Warehouse received: Passion fruit purees,503857
Restocking Frozen asparagus,504416
Order for Cherry purees,503829
Restocking Casks and barrels and drums,241121
Invoice lists Cereal seeds,042658
Retail stock: Minerals,042318
Warehouse received: Dried potatoes,504256
Retail stock: Faucets or taps,301817
Invoice lists Fresh pome fruit juice or concentrate,502026
Used in repairs: Persimmon purees,503860
Restocking Post,301029
Order for Shafts,301039
Invoice lists Lentils,504045
Construction supply: Dried kale,504242
Used in repairs: Dirt and soil,042319
Procurement of Frozen sorrels,504460
Invoice lists Ferrous alloy bars and sheets,302656
Construction supply: Oranges,503050
Warehouse received: Canned or jarred raspberries,503662
Procurement of Frozen sapotes,503465
Retail stock: Canned or jarred sweet potatoes,504663
Order for Processed and synthetic rubber,131016
Inventory includes Windows,301716
Inventory includes Dried peppers,504255
Received shipment: Dried melons,503246
Used in repairs: Saskatoon berry purees,503871
Warehouse received: Residues other than animal feed,044484
Used in repairs: Farm raised fish,501221
Inventory includes Dried rutabagas,504257
Retail stock: Frozen loquats,503443
Received shipment: Dried limes,503242
Construction supply: Dried kohlrabi,504243
Procurement of Non alcoholic beverages,502023
Order for Dried okras,504251
Warehouse received: Canned or jarred wine grapes,503636
Procurement of Titanium bars and sheets,302620
Order for Tubers,504072
Restocking Pallets,241127
Invoice lists Frozen sorrels,504460
Order for Canned or jarred bananas,503617
Order for Cement and lime,301116
Used in repairs: Dried apples,503215
Retail stock: Dried gooseberries,503232
Restocking Sub assemblies for electronic devices,432022
Retail stock: Canned or jarred broccoli,504620
Used in repairs: Sap,042320
Used in repairs: Dried potatoes,504256
Used in repairs: Frozen raspberries,503462
Procurement of Dried bunching onions,504222
Retail stock: Dried nominant vegetables,504268
Retail stock: Citron purees,503830
Warehouse received: Dried myrtle,503248
Received shipment: Animal hides and skins and animal textile materials,042321
Restocking Frozen cucumbers,504434
Procurement of Fresh vegetable juice or concentrate,502031
Restocking Guava purees,503841
Procurement of Forestry byproducts,043051
Retail stock: Frozen mangoes,503445
Invoice lists Dried beans,504218
Received shipment: Precious metal and specialty metal sheets,302661
Retail stock: Frozen nightshades,504450
Inventory includes Liquid containers,241126
Used in repairs: Dried raspberries,503262
Warehouse received: Dried passion fruit,503252
Procurement of Blocks,301315
Restocking Shellfish,501216
Used in repairs: Roofing accessories,301516
Invoice lists Dried nectarines,503249
Order for Plate,301022
Invoice lists Fresh citrus juice or concentrate,502024
Procurement of Frozen nominant vegetables,504468
"Used in repairs: Faucet and shower heads, jets and parts and accessories",301818
Procurement of Table grapes,503034
Construction supply: Dried sapotes,503265
Warehouse received: Persimmons,503055
Warehouse received: Canned or jarred guavas,503637
Order for Pulses,502210
Restocking Forestry byproducts,043051
Received shipment: Frozen gourds,504439
Procurement of Jams and jellies and nut and sweet spreads and fruit conserves,501924
Order for Frozen beans,504418
Received shipment: Channels,301018
Order for Brussel sprouts,504021
Received shipment: Dried passion fruit,503252
Construction supply: Rhubarb purees,503868
Inventory includes Casks and barrels and drums,241121
Retail stock: Dried beets,504219
Retail stock: Dried cherimoyas,503224
Restocking Dried cranberries,503227
Received shipment: Dried mustards,504249
Inventory includes Frozen mangoes,503445
Received shipment: Frozen blueberries,503422
Restocking Huckleberries,503038
Procurement of Apricot purees,503820
Order for Barberries,503018
Inventory includes Carrots,504025
Used in repairs: Canned or jarred mandarin oranges or tangerines,503644
Restocking Broccoli,504020
Retail stock: Canned or jarred leeks,504644
Procurement of Beets,504019
Restocking Canned or jarred cresses,504633
Warehouse received: Canned or jarred gourds,504639
Procurement of Mulberries,503047
Construction supply: Iron ingots strips billets and coil,302655
Construction supply: Savory pies and quiches and pasties,501928
Retail stock: Countertops,301622
Inventory includes Jams and jellies and nut and sweet spreads and fruit conserves,501924
Order for Dried rose hips,503264
Construction supply: Jams and jellies and nut and sweet spreads and fruit conserves,501924
Warehouse received: Dried peaches,503253
Received shipment: Bunching onions,504022
Inventory includes Casks and barrels and drums,241121
Received shipment: Canned or jarred peaches,503653
Restocking Papaya purees,503856
Procurement of Frozen citrons,503426
Warehouse received: Barberry purees,503822
Procurement of Stairs and stairways,301621
Invoice lists Frozen carrots,504425
Retail stock: Frozen onions,504452
Order for Frozen plums,503458
Order for Asphalts,301216
Order for Dried sea vegetables,504258
Invoice lists Beans,504018
Order for Dried quinces,503261
Construction supply: Canned or jarred summer squashes and summer pumpkins,504662
Inventory includes Frozen celery,504427
Used in repairs: Dried tomatoes,504264
Received shipment: Frozen kiwi fruit,503439
Received shipment: Frozen rhubarb,503463
Order for Partition walls,301624
Retail stock: Dried avocados,504217
Used in repairs: Apricots,503016
Invoice lists Canned or jarred bananas,503617
Inventory includes Tamarillo purees,503874
Invoice lists Frozen cardoons,504424
Used in repairs: Green peas,504040
Inventory includes Washers,311618
Restocking Food baskets,501934
Procurement of Frozen nectarines,503449
Warehouse received: Bread and biscuits and cookies,501819
Inventory includes Pallets,241127
Procurement of Fresh tropical fruit juice or concentrate,502028
Retail stock: Canned or jarred grapefruit,503633
Order for Cans and pails,241122
Received shipment: Specialty steel coils,302643
Invoice lists Canned or jarred broccoli,504620
Retail stock: Carrots,504025
Order for Frozen sea vegetables,504458
Used in repairs: Base Metals,043049
Procurement of Dirt and soil,042319
Construction supply: Peaches,503053
Restocking Shafting,302667
Restocking Wild caught shellfish,501224
Inventory includes Intermediate processed and refined ore products,043779
Procurement of Frozen okras,504451
Retail stock: Hollow structural sections HSS,301040
Construction supply: Canned or jarred huckleberries,503638
Order for Frozen gourds,504439
Inventory includes Currants,503028
Invoice lists Frozen cauliflowers,504426
Restocking Specialty steel coils,302643
Warehouse received: Wood,042686
Restocking Tamarillo purees,503874
Warehouse received: Lime purees,503846
Invoice lists Canned or jarred chicories,504629
Construction supply: Canned or jarred kiwi fruit,503639
Inventory includes Dragonfruit,503030
Warehouse received: Gourds,504039
Construction supply: Tubers,504072
Invoice lists Specialty steel coils,302643
Retail stock: Sea vegetables,504059
Invoice lists Stone,042685
Received shipment: Sanitary ware,301815
Order for Dried sea vegetables,504258
Used in repairs: Kiwi fruit purees,503843
Order for Washers,311618
Invoice lists Frozen asparagus,504416
Retail stock: Dried yams,504267
Inventory includes Lemon purees,503845
Order for Dried celery,504227
Inventory includes Kale,504042
Order for Non alcoholic beverages,502023
Used in repairs: Canned or jarred bearberries,503619
Restocking Liquid containers,241126
Procurement of Canned or jarred breadfruit,503623
Invoice lists Wood,042686
Retail stock: Tape,312015
Invoice lists Canned or jarred peanuts,504653
Used in repairs: Potatoes,504057
Construction supply: Blackberry purees,503824
Order for Faucets or taps,301817
Received shipment: Intermediate processed and refined ore products,043779
Restocking Dried rose hips,503264
Procurement of Mango purees,503850
Order for Brussel sprouts,504021
Invoice lists Potatoes,504057
Retail stock: Frozen corn,504432
Used in repairs: Carbon steel sheets,302640
Inventory includes Pulses,502210
Construction supply: Date purees,503833
Procurement of Packaging cans,241218
Warehouse received: Fresh melon juice or concentrates,502030
Procurement of Titanium bars and sheets,302620
Retail stock: Dried corn,504232
Received shipment: Canned or jarred rutabagas,504657
Used in repairs: Frozen asparagus,504416
Procurement of Bituminous derivatives,301215
Warehouse received: Canned or jarred sorrels,504660
Warehouse received: Interior laminates,301620
Order for Rhubarb,503063
Used in repairs: Quinces,503061
Received shipment: Chokeberry purees,503876
Invoice lists Dried bunching onions,504222
Restocking Dates,503029
Restocking Molding and millwork,301619
Inventory includes Stairs and stairways,301621
"Used in repairs: Faucet and shower heads, jets and parts and accessories",301818
Inventory includes Canned or jarred kale,504642
Inventory includes Frozen okras,504451
Construction supply: Dried olives,503272
Restocking Plant fibers,043416
Invoice lists Bituminous derivatives,301215
Procurement of Nuts and seeds,501017
Invoice lists Frozen persimmons,503455
Received shipment: Apple purees,503819
Warehouse received: Frozen brussel sprouts,504421
Procurement of Dried table grapes,503234
Received shipment: Celery,504027
Procurement of Nominant fruit purees,503875
Received shipment: Braid,301037
Construction supply: Fencing,301520
Construction supply: Infant foods and beverages,501930
Inventory includes Personal communication devices,431915
Used in repairs: Dried kale,504242
Procurement of Canned or jarred blueberries,503622
Retail stock: Passion fruit,503052
Inventory includes Frozen chards,504428
Invoice lists Canned or jarred bilberries,503621
Construction supply: Nails,311620
Restocking Limes,503042
Construction supply: Springs,311619
Restocking Dried eggplants,504235
Procurement of Dried raisin grapes,503235
Procurement of Minimally processed meat and poultry products,501115
Received shipment: Citron purees,503830
Restocking Canned or jarred sugar peas,504669
Warehouse received: Dried huckleberries,503238
Order for Pickles and relish and olives,501719
Invoice lists Roofing accessories,301516
Inventory includes Perfumery products,043781
Received shipment: Finishing materials and products,301519
Procurement of Canned or jarred barberries,503618
Invoice lists Canned or jarred malanga,504647
Inventory includes Canned or jarred huckleberries,503638
Used in repairs: Packaging boxes and bags and pouches,241215
Retail stock: Frozen bilberries,503421
Order for Canned or jarred sorrels,504660
Restocking Frozen pomelos,503460
Restocking Canned or jarred malanga,504647
Received shipment: Dried pineapples,503256
Order for Frozen shallots,504459
Used in repairs: Canned or jarred green peas,504640
Construction supply: Saskatoon berries,503066
Retail stock: Canned or jarred turnip greens,504665
Retail stock: Canned or jarred cauliflowers,504626
Invoice lists Plastic films,131112
Procurement of Frozen winter squashes and winter pumpkins,504466
Construction supply: Blueberries,503022
Procurement of Thermoplastic plastics,131020
Received shipment: Specialty steel sheets,302642
Procurement of Asphalts,301216
Order for Canned or jarred lemons,503641
Order for Canned or jarred sorrels,504660
Invoice lists Blocks,301315
Received shipment: Canned or jarred papayas,503651
Invoice lists Dried sugar apple,503268
Used in repairs: Plasters,301117
Inventory includes Countertops,301622
Procurement of Mustards,504049
Warehouse received: Canned or jarred olives,503672
Warehouse received: Dried currants,503228
Restocking Dried raisin grapes,503235
Procurement of Frozen quinces,503461
Order for Canned or jarred grapefruit,503633
Procurement of Frozen blackberries,503420
Invoice lists Sand,043050
Construction supply: Dried leeks,504244
Received shipment: Apricot purees,503820
Procurement of Dried sapotes,503265
Inventory includes Canned or jarred currants,503628
Procurement of Chokeberry purees,503876
Order for Plucots,503057
Construction supply: System boards processors interfaces or modules,432015
Order for Huckleberry purees,503842
Received shipment: Dried raspberries,503262
Warehouse received: Carrots,504025
Used in repairs: Frozen sapotes,503465
Used in repairs: Carbon steel bars,302636
Construction supply: Carrots,504025
Order for Frozen guavas,503437
Used in repairs: Canned or jarred kale,504642
Used in repairs: Concrete and mortars,301115
Received shipment: Dried rose hips,503264
Inventory includes Frozen citrons,503426
Invoice lists Frozen cranberries,503427
Received shipment: Beans,504018
Restocking Pomegranate purees,503864
Restocking Frozen chives,504431
Construction supply: Animal hides and skins and animal textile materials,042321
Received shipment: Dried nightshades,504250
Order for Non alcoholic beverages,502023
Warehouse received: Frozen sapotes,503465
Warehouse received: Flour and milled products,502213
Warehouse received: Dried plums,503258
Invoice lists Tobacco and substitutes,502115
Restocking Raw milk products,502032
Construction supply: Frozen bilberries,503421
Used in repairs: Canned or jarred pomelos,503660
Retail stock: Frozen garlics,504438
Construction supply: Orange purees,503855
Order for Stairs and stairways,301621
Procurement of Milk and butter products,501317
Restocking Bananas,503017
Used in repairs: Underground roof support structures,302515
Received shipment: Persimmons,503055
Used in repairs: Dried peaches,503253
Invoice lists Frozen plucots,503457
Retail stock: Bricks,301316
Invoice lists Specialty insulation,301416
Retail stock: Raisin grape purees,503840
Order for Frozen onions,504452
Used in repairs: Frozen broccoli,504420
Inventory includes Carrots,504025
Construction supply: Sub assemblies for electronic devices,432022
Retail stock: Aquatic invertebrates,501217
Construction supply: Rose hips,503064
Inventory includes Frozen winter squashes and winter pumpkins,504466
Warehouse received: Foams,131113
Retail stock: Currant purees,503832
Inventory includes Shellfish,501216
Used in repairs: Tubers,504072
Restocking Pear purees,503859
Received shipment: Sea vegetables,504059
Order for Iron sheets,302654
Inventory includes Wild caught fish,501220
Warehouse received: Titanium bars and sheets,302620
Invoice lists Bags,241115
Order for Frozen fennels,504437
Restocking Cauliflowers,504026
Order for Raisin grape purees,503840
Construction supply: Frozen kale,504442
Retail stock: Alcoholic beverages,502022
Inventory includes Dried malanga,504247
Warehouse received: Tanks and cylinders and their accessories,241118
Invoice lists Figs,503031
Received shipment: Liquid containers,241126
Procurement of Anchors,311621
Invoice lists Prepared soups and stews,501915
Invoice lists Rose hip purees,503869
Restocking Ceiling materials,301616
Retail stock: Tiles and flagstones,301317
Order for Frozen sugar apple,503468
Invoice lists Computer accessories,432116
Warehouse received: Canned or jarred nominant fruits,503670
Used in repairs: Bottles or vials,241220
Inventory includes Intermediate processed and refined ore products,043779
Received shipment: Canned or jarred guavas,503637
Received shipment: Frozen strawberries,503467
Invoice lists Specialty material coil strips billets and ingots,302665
Warehouse received: Canned or jarred currants,503628
Inventory includes Iron bars,302653
Inventory includes Underground roof support structures,302515
Warehouse received: Celery,504027
Order for Media storage devices,432018
Inventory includes Frozen loquats,503443
Warehouse received: Frozen raisin grapes,503435
Warehouse received: Barberries,503018
Received shipment: Canned or jarred chives,504631
Warehouse received: Dried cabbages,504223
Invoice lists Gourds,504039
Construction supply: Currant purees,503832
Retail stock: Dried rose hips,503264
Restocking Snack foods,501921
Received shipment: Fresh melon juice or concentrates,502030
Construction supply: Bins and baskets,241120
Order for Huckleberries,503038
Procurement of Blueberries,503022
Order for Confectionary products,501618
Invoice lists Tamarillo purees,503874
Warehouse received: Farm raised shellfish,501225
Invoice lists Turnip greens,504066
Order for Beans,504018
Retail stock: Dried plucots,503257
Construction supply: Citrons,503026
Order for Dried lettuces,504246
Inventory includes Frozen nightshades,504450
Warehouse received: Lemon purees,503845
Invoice lists Frozen lettuces,504446
Received shipment: Broccoli,504020
Inventory includes Frozen chives,504431
Received shipment: Sweet potatoes,504064
Inventory includes Cakes and pies and pastries,501820
Order for Frozen sapotes,503465
Order for Dried apricots,503216
Received shipment: Food baskets,501934
Warehouse received: Olives,503072
Received shipment: Fresh tropical fruit juice or concentrate,502028
Procurement of Road and railroad construction materials,301217
Retail stock: Frozen winter squashes and winter pumpkins,504466
Inventory includes Canned or jarred sugar apple,503668
Procurement of Peaches,503053
Inventory includes Dried sugar apple,503268
Used in repairs: Potatoes,504057
Warehouse received: Canned or jarred kohlrabi,504643
Procurement of Dried malanga,504247
Inventory includes Canned or jarred beets,504619
Restocking Frozen carrots,504425
Inventory includes Canned or jarred malanga,504647
Received shipment: Pomelos,503060
Received shipment: Cherimoyas purees,503828
Used in repairs: Countertops,301622
Construction supply: Skylights,301718
Inventory includes Tin bars,302630
Received shipment: Roofing accessories,301516
Retail stock: Peas,504054
Warehouse received: Okras,504052
Inventory includes Frozen huckleberries,503438
Invoice lists Window frames,301719
Warehouse received: Dragonfruit purees,503834
Received shipment: Faucets or taps,301817
Used in repairs: Shafts,301039
Restocking Steel alloy sheets,302641
Restocking Alcoholic beverages,502022
Received shipment: Canned or jarred cucumbers,504634
Received shipment: Flooring,301617
Order for Specialty material bars and sheets,302664
Warehouse received: Prepared side dishes,501926
Used in repairs: Thermoset plastics,131019
Warehouse received: Canned or jarred dragonfruit,503630
Order for Pickles and relish and olives,501719
Received shipment: Artichokes,504015
Warehouse received: Frozen avocados,504417
Inventory includes Olive purees,503877
Warehouse received: Carrots,504025
Invoice lists Frozen nectarines,503449
Warehouse received: Asphalts,301216
Procurement of Frozen bunching onions,504422
Construction supply: Dried fennels,504237
Received shipment: Dried cresses,504233
Inventory includes Dried citrons,503226
Procurement of Dried beans,504218
Invoice lists Frozen dragonfruit,503430
Inventory includes Canned or jarred dates,503629
Inventory includes Spice crop seeds and seedlings,043388
Received shipment: Frozen cardoons,504424
Procurement of Nickel sheets and ingots,302666
Inventory includes Frozen pomelos,503460
Construction supply: Currants,503028
Order for Canned or jarred endives,504636
Restocking Blueberry purees,503826
Invoice lists Frozen table grapes,503434
Invoice lists Bituminous derivatives,301215
Procurement of Melons,503046
Inventory includes Rails,301031
Restocking Orange purees,503855
Procurement of Milk and butter products,501317
Order for Dried endives,504236
Order for Apricot purees,503820
Used in repairs: Brussel sprouts,504021
Construction supply: Dried sea vegetables,504258
Used in repairs: Fencing,301520
Received shipment: Nails,311620
Used in repairs: Sugar apple,503068
Construction supply: Bronze ingots strips billets and coil,302627
Used in repairs: Blackberry purees,503824
Inventory includes Frozen cherimoyas,503424
Retail stock: Canned or jarred oranges,503650
Used in repairs: Storage chests and cabinets and trunks,241124
Procurement of Frozen beets,504419
Construction supply: Canned or jarred nominant vegetables,504668
Warehouse received: Nominant fruits,503070
